Time_spent_Alone,Social_event_attendance,Friends_circle_size,Going_outside,Post_frequency,Personality,Stage_fear,Drained_after_socializing,id
7,2,4,2,2,Introvert,Yes,Yes,116816
7,2,3,2,2,Introvert,Yes,Yes,116817
2,6,10,5,6,Extrovert,No,No,116818
2,6,9,5,6,Extrovert,No,No,116819
7,2,4,2,2,Introvert,Yes,Yes,116820
2,6,9,5,6,Extrovert,No,No,116821
2,6,9,5,6,Extrovert,No,No,116822
2,6,10,5,6,Extrovert,No,No,116823
2,6,9,5,6,Extrovert,No,No,116824
2,6,9,5,6,Extrovert,No,No,116825
7,2,4,2,2,Introvert,Yes,Yes,116826
7,2,3,2,2,Introvert,Yes,Yes,116827
2,6,10,5,6,Extrovert,No,No,116828
7,2,4,2,2,Introvert,Yes,Yes,116829
2,6,9,5,6,Extrovert,No,No,116830
2,6,10,5,6,Extrovert,No,No,116831
2,6,9,5,6,Extrovert,No,No,116832
2,6,9,5,6,Extrovert,No,No,116833
2,6,9,5,6,Extrovert,No,No,116834
2,6,9,5,6,Extrovert,No,No,116835
2,6,10,5,6,Extrovert,No,No,116836
7,2,3,2,2,Introvert,Yes,Yes,116837
7,2,4,2,2,Introvert,Yes,Yes,116838
2,6,10,5,6,Extrovert,No,No,116839
7,2,4,2,2,Introvert,Yes,Yes,116840
2,6,9,5,6,Extrovert,No,No,116841
2,6,9,5,6,Extrovert,No,No,116842
7,2,3,2,2,Introvert,Yes,Yes,116843
2,6,9,5,6,Extrovert,No,No,116844
2,6,9,5,6,Extrovert,No,No,116845
2,6,10,5,6,Extrovert,No,No,116846
2,6,9,5,6,Extrovert,No,No,116847
2,6,9,5,6,Extrovert,No,No,116848
2,6,10,5,6,Extrovert,No,No,116849
2,6,9,5,6,Extrovert,No,No,116850
2,6,9,5,6,Extrovert,No,No,116851
7,2,3,2,2,Introvert,Yes,Yes,116852
2,6,9,5,6,Extrovert,No,No,116853
6,2,4,2,2,Introvert,Yes,Yes,116854
2,6,9,5,6,Extrovert,No,No,116855
2,6,9,5,6,Extrovert,No,No,116856
7,2,4,2,2,Introvert,Yes,Yes,116857
2,6,9,5,6,Extrovert,No,No,116858
7,2,4,2,2,Introvert,Yes,Yes,116859
7,2,3,2,2,Introvert,Yes,Yes,116860
7,2,4,2,2,Introvert,Yes,Yes,116861
7,2,4,2,2,Introvert,Yes,Yes,116862
7,2,4,2,2,Introvert,Yes,Yes,116863
2,6,9,5,6,Extrovert,No,No,116864
7,2,4,2,2,Introvert,Yes,Yes,116865
7,2,4,2,2,Introvert,Yes,Yes,116866
2,6,10,5,6,Extrovert,No,No,116867
7,2,4,2,2,Introvert,Yes,Yes,116868
2,6,9,5,6,Extrovert,No,No,116869
2,6,9,5,6,Extrovert,No,No,116870
7,2,4,2,2,Introvert,Yes,Yes,116871
7,2,3,2,2,Introvert,Yes,Yes,116872
2,6,9,5,6,Extrovert,No,No,116873
7,2,4,2,2,Introvert,Yes,Yes,116874
7,2,3,2,2,Introvert,Yes,Yes,116875
2,6,10,5,6,Extrovert,No,No,116876
2,6,10,5,6,Extrovert,No,No,116877
7,2,4,2,2,Introvert,Yes,Yes,116878
7,2,4,2,2,Introvert,Yes,Yes,116879
2,6,9,5,6,Extrovert,No,No,116880
2,6,9,5,6,Extrovert,No,No,116881
2,6,10,5,6,Extrovert,No,No,116882
7,2,3,2,2,Introvert,Yes,Yes,116883
2,6,10,5,6,Extrovert,No,No,116884
7,2,3,2,2,Introvert,Yes,Yes,116885
2,6,9,5,6,Extrovert,No,No,116886
2,6,10,5,6,Extrovert,No,No,116887
7,2,3,2,2,Introvert,Yes,Yes,116888
7,2,3,2,2,Introvert,Yes,Yes,116889
7,2,3,2,2,Introvert,Yes,Yes,116890
6,2,4,2,2,Introvert,Yes,Yes,116891
7,2,4,2,2,Introvert,Yes,Yes,116892
2,6,10,5,6,Extrovert,No,No,116893
7,2,4,2,2,Introvert,Yes,Yes,116894
7,2,3,2,2,Introvert,Yes,Yes,116895
2,6,9,5,6,Extrovert,No,No,116896
2,6,9,5,6,Extrovert,No,No,116897
7,2,3,2,2,Introvert,Yes,Yes,116898
7,2,4,2,2,Introvert,Yes,Yes,116899
7,2,3,2,2,Introvert,Yes,Yes,116900
7,2,4,2,2,Introvert,Yes,Yes,116901
2,6,10,5,6,Extrovert,No,No,116902
7,2,3,2,2,Introvert,Yes,Yes,116903
7,2,3,2,2,Introvert,Yes,Yes,116904
7,2,4,2,2,Introvert,Yes,Yes,116905
2,6,10,5,6,Extrovert,No,No,116906
7,2,4,2,2,Introvert,Yes,Yes,116907
7,2,4,2,2,Introvert,Yes,Yes,116908
2,6,9,5,6,Extrovert,No,No,116909
2,6,9,5,6,Extrovert,No,No,116910
7,2,4,2,2,Introvert,Yes,Yes,116911
2,6,9,5,6,Extrovert,No,No,116912
7,2,4,2,2,Introvert,Yes,Yes,116913
6,2,4,2,2,Introvert,Yes,Yes,116914
7,2,4,2,2,Introvert,Yes,Yes,116915
2,6,10,5,6,Extrovert,No,No,116916
7,2,4,2,2,Introvert,Yes,Yes,116917
7,2,4,2,2,Introvert,Yes,Yes,116918
2,6,9,5,6,Extrovert,No,No,116919
7,2,3,2,2,Introvert,Yes,Yes,116920
2,6,9,5,6,Extrovert,No,No,116921
7,2,3,2,2,Introvert,Yes,Yes,116922
7,2,4,2,2,Introvert,Yes,Yes,116923
7,2,3,2,2,Introvert,Yes,Yes,116924
2,6,9,5,6,Extrovert,No,No,116925
7,2,4,2,2,Introvert,Yes,Yes,116926
7,2,3,2,2,Introvert,Yes,Yes,116927
2,6,10,5,6,Extrovert,No,No,116928
7,2,4,2,2,Introvert,Yes,Yes,116929
7,2,4,2,2,Introvert,Yes,Yes,116930
2,6,9,5,6,Extrovert,No,No,116931
7,2,3,2,2,Introvert,Yes,Yes,116932
2,6,9,5,6,Extrovert,No,No,116933
7,2,4,2,2,Introvert,Yes,Yes,116934
7,2,4,2,2,Introvert,Yes,Yes,116935
7,2,4,2,2,Introvert,Yes,Yes,116936
2,6,10,5,6,Extrovert,No,No,116937
7,2,4,2,2,Introvert,Yes,Yes,116938
2,6,10,5,6,Extrovert,No,No,116939
2,6,9,5,6,Extrovert,No,No,116940
2,6,9,5,6,Extrovert,No,No,116941
2,6,9,5,6,Extrovert,No,No,116942
7,2,4,2,2,Introvert,Yes,Yes,116943
2,6,9,5,6,Extrovert,No,No,116944
7,2,3,2,2,Introvert,Yes,Yes,116945
7,2,4,2,2,Introvert,Yes,Yes,116946
7,2,4,2,2,Introvert,Yes,Yes,116947
2,6,9,5,6,Extrovert,No,No,116948
7,2,3,2,2,Introvert,Yes,Yes,116949
7,2,4,2,2,Introvert,Yes,Yes,116950
2,6,9,5,6,Extrovert,No,No,116951
2,6,9,5,6,Extrovert,No,No,116952
7,2,4,2,2,Introvert,Yes,Yes,116953
7,2,4,2,2,Introvert,Yes,Yes,116954
7,2,4,2,2,Introvert,Yes,Yes,116955
7,2,4,2,2,Introvert,Yes,Yes,116956
7,2,4,2,2,Introvert,Yes,Yes,116957
7,2,4,2,2,Introvert,Yes,Yes,116958
7,2,3,2,2,Introvert,Yes,Yes,116959
7,2,4,2,2,Introvert,Yes,Yes,116960
7,2,4,2,2,Introvert,Yes,Yes,116961
2,6,9,5,6,Extrovert,No,No,116962
2,6,9,5,6,Extrovert,No,No,116963
7,2,4,2,2,Introvert,Yes,Yes,116964
2,6,9,5,6,Extrovert,No,No,116965
2,6,10,5,6,Extrovert,No,No,116966
2,6,9,5,6,Extrovert,No,No,116967
7,2,4,2,2,Introvert,Yes,Yes,116968
2,6,9,5,6,Extrovert,No,No,116969
2,6,10,5,6,Extrovert,No,No,116970
7,2,4,2,2,Introvert,Yes,Yes,116971
2,6,9,5,6,Extrovert,No,No,116972
7,2,4,2,2,Introvert,Yes,Yes,116973
2,6,9,5,6,Extrovert,No,No,116974
7,2,3,2,2,Introvert,Yes,Yes,116975
7,2,4,2,2,Introvert,Yes,Yes,116976
2,6,9,5,6,Extrovert,No,No,116977
7,2,4,2,2,Introvert,Yes,Yes,116978
2,6,9,5,6,Extrovert,No,No,116979
7,2,4,2,2,Introvert,Yes,Yes,116980
2,6,9,5,6,Extrovert,No,No,116981
2,6,9,5,6,Extrovert,No,No,116982
7,2,4,2,2,Introvert,Yes,Yes,116983
7,2,4,2,2,Introvert,Yes,Yes,116984
7,2,3,2,2,Introvert,Yes,Yes,116985
7,2,4,2,2,Introvert,Yes,Yes,116986
2,6,9,5,6,Extrovert,No,No,116987
7,2,4,2,2,Introvert,Yes,Yes,116988
2,6,9,5,6,Extrovert,No,No,116989
2,6,9,5,6,Extrovert,No,No,116990
7,2,4,2,2,Introvert,Yes,Yes,116991
2,6,9,5,6,Extrovert,No,No,116992
2,6,10,5,6,Extrovert,No,No,116993
2,6,9,5,6,Extrovert,No,No,116994
2,6,10,5,6,Extrovert,No,No,116995
2,6,9,5,6,Extrovert,No,No,116996
7,2,4,2,2,Introvert,Yes,Yes,116997
2,6,9,5,6,Extrovert,No,No,116998
2,6,10,5,6,Extrovert,No,No,116999
7,2,3,2,2,Introvert,Yes,Yes,117000
2,6,9,5,6,Extrovert,No,No,117001
7,2,4,2,2,Introvert,Yes,Yes,117002
7,2,4,2,2,Introvert,Yes,Yes,117003
2,6,9,5,6,Extrovert,No,No,117004
7,2,4,2,2,Introvert,Yes,Yes,117005
7,2,3,2,2,Introvert,Yes,Yes,117006
7,2,3,2,2,Introvert,Yes,Yes,117007
2,6,9,5,6,Extrovert,No,No,117008
7,2,4,2,2,Introvert,Yes,Yes,117009
2,6,9,5,6,Extrovert,No,No,117010
2,6,9,5,6,Extrovert,No,No,117011
2,6,10,5,6,Extrovert,No,No,117012
7,2,4,2,2,Introvert,Yes,Yes,117013
2,6,10,5,6,Extrovert,No,No,117014
2,6,9,5,6,Extrovert,No,No,117015
2,6,10,5,6,Extrovert,No,No,117016
7,2,4,2,2,Introvert,Yes,Yes,117017
7,2,4,2,2,Introvert,Yes,Yes,117018
7,2,3,2,2,Introvert,Yes,Yes,117019
2,6,10,5,6,Extrovert,No,No,117020
2,6,9,5,6,Extrovert,No,No,117021
7,2,3,2,2,Introvert,Yes,Yes,117022
2,6,9,5,6,Extrovert,No,No,117023
2,6,10,5,6,Extrovert,No,No,117024
2,6,10,5,6,Extrovert,No,No,117025
2,6,10,5,6,Extrovert,No,No,117026
2,6,9,5,6,Extrovert,No,No,117027
7,2,4,2,2,Introvert,Yes,Yes,117028
2,6,9,5,6,Extrovert,No,No,117029
2,6,9,5,6,Extrovert,No,No,117030
7,2,4,2,2,Introvert,Yes,Yes,117031
7,2,4,2,2,Introvert,Yes,Yes,117032
2,6,9,5,6,Extrovert,No,No,117033
2,6,9,5,6,Extrovert,No,No,117034
7,2,4,2,2,Introvert,Yes,Yes,117035
7,2,4,2,2,Introvert,Yes,Yes,117036
7,2,4,2,2,Introvert,Yes,Yes,117037
2,6,10,5,6,Extrovert,No,No,117038
7,2,4,2,2,Introvert,Yes,Yes,117039
2,6,9,5,6,Extrovert,No,No,117040
2,6,9,5,6,Extrovert,No,No,117041
2,6,9,5,6,Extrovert,No,No,117042
2,6,10,5,6,Extrovert,No,No,117043
2,6,10,5,6,Extrovert,No,No,117044
7,2,4,2,2,Introvert,Yes,Yes,117045
2,6,9,5,6,Extrovert,No,No,117046
2,6,10,5,6,Extrovert,No,No,117047
7,2,3,2,2,Introvert,Yes,Yes,117048
2,6,9,5,6,Extrovert,No,No,117049
2,6,9,5,6,Extrovert,No,No,117050
7,2,4,2,2,Introvert,Yes,Yes,117051
7,2,4,2,2,Introvert,Yes,Yes,117052
7,2,3,2,2,Introvert,Yes,Yes,117053
2,6,9,5,6,Extrovert,No,No,117054
2,6,9,5,6,Extrovert,No,No,117055
2,6,9,5,6,Extrovert,No,No,117056
2,6,10,5,6,Extrovert,No,No,117057
2,6,10,5,6,Extrovert,No,No,117058
7,2,4,2,2,Introvert,Yes,Yes,117059
7,2,4,2,2,Introvert,Yes,Yes,117060
7,2,4,2,2,Introvert,Yes,Yes,117061
7,2,4,2,2,Introvert,Yes,Yes,117062
7,2,3,2,2,Introvert,Yes,Yes,117063
7,2,3,2,2,Introvert,Yes,Yes,117064
2,6,9,5,6,Extrovert,No,No,117065
7,2,4,2,2,Introvert,Yes,Yes,117066
2,6,9,5,6,Extrovert,No,No,117067
2,6,10,5,6,Extrovert,No,No,117068
7,2,3,2,2,Introvert,Yes,Yes,117069
7,2,4,2,2,Introvert,Yes,Yes,117070
7,2,3,2,2,Introvert,Yes,Yes,117071
7,2,4,2,2,Introvert,Yes,Yes,117072
7,2,4,2,2,Introvert,Yes,Yes,117073
7,2,4,2,2,Introvert,Yes,Yes,117074
7,2,4,2,2,Introvert,Yes,Yes,117075
2,6,10,5,6,Extrovert,No,No,117076
6,2,4,2,2,Introvert,Yes,Yes,117077
2,6,9,5,6,Extrovert,No,No,117078
2,6,10,5,6,Extrovert,No,No,117079
2,6,10,5,6,Extrovert,No,No,117080
2,6,9,5,6,Extrovert,No,No,117081
2,6,9,5,6,Extrovert,No,No,117082
7,2,4,2,2,Introvert,Yes,Yes,117083
2,6,10,5,6,Extrovert,No,No,117084
7,2,3,2,2,Introvert,Yes,Yes,117085
7,2,4,2,2,Introvert,Yes,Yes,117086
2,6,10,5,6,Extrovert,No,No,117087
2,6,9,5,6,Extrovert,No,No,117088
7,2,4,2,2,Introvert,Yes,Yes,117089
2,6,9,5,6,Extrovert,No,No,117090
7,2,3,2,2,Introvert,Yes,Yes,117091
7,2,4,2,2,Introvert,Yes,Yes,117092
2,6,10,5,6,Extrovert,No,No,117093
2,6,10,5,6,Extrovert,No,No,117094
2,6,10,5,6,Extrovert,No,No,117095
7,2,4,2,2,Introvert,Yes,Yes,117096
2,6,9,5,6,Extrovert,No,No,117097
2,6,9,5,6,Extrovert,No,No,117098
7,2,4,2,2,Introvert,Yes,Yes,117099
2,6,9,5,6,Extrovert,No,No,117100
7,2,4,2,2,Introvert,Yes,Yes,117101
2,6,9,5,6,Extrovert,No,No,117102
2,6,10,5,6,Extrovert,No,No,117103
2,6,9,5,6,Extrovert,No,No,117104
2,6,9,5,6,Extrovert,No,No,117105
7,2,4,2,2,Introvert,Yes,Yes,117106
2,6,9,5,6,Extrovert,No,No,117107
2,6,9,5,6,Extrovert,No,No,117108
7,2,3,2,2,Introvert,Yes,Yes,117109
7,2,4,2,2,Introvert,Yes,Yes,117110
7,2,4,2,2,Introvert,Yes,Yes,117111
7,2,4,2,2,Introvert,Yes,Yes,117112
2,6,10,5,6,Extrovert,No,No,117113
2,6,9,5,6,Extrovert,No,No,117114
2,6,9,5,6,Extrovert,No,No,117115
6,2,4,2,2,Introvert,Yes,Yes,117116
7,2,3,2,2,Introvert,Yes,Yes,117117
7,2,3,2,2,Introvert,Yes,Yes,117118
2,6,10,5,6,Extrovert,No,No,117119
7,2,3,2,2,Introvert,Yes,Yes,117120
2,6,9,5,6,Extrovert,No,No,117121
7,2,4,2,2,Introvert,Yes,Yes,117122
7,2,4,2,2,Introvert,Yes,Yes,117123
7,2,3,2,2,Introvert,Yes,Yes,117124
2,6,9,5,6,Extrovert,No,No,117125
7,2,4,2,2,Introvert,Yes,Yes,117126
7,2,4,2,2,Introvert,Yes,Yes,117127
7,2,4,2,2,Introvert,Yes,Yes,117128
7,2,3,2,2,Introvert,Yes,Yes,117129
2,6,9,5,6,Extrovert,No,No,117130
2,6,9,5,6,Extrovert,No,No,117131
7,2,4,2,2,Introvert,Yes,Yes,117132
7,2,3,2,2,Introvert,Yes,Yes,117133
2,6,10,5,6,Extrovert,No,No,117134
2,6,10,5,6,Extrovert,No,No,117135
2,6,9,5,6,Extrovert,No,No,117136
2,6,9,5,6,Extrovert,No,No,117137
7,2,4,2,2,Introvert,Yes,Yes,117138
2,6,9,5,6,Extrovert,No,No,117139
7,2,4,2,2,Introvert,Yes,Yes,117140
2,6,9,5,6,Extrovert,No,No,117141
7,2,3,2,2,Introvert,Yes,Yes,117142
7,2,4,2,2,Introvert,Yes,Yes,117143
7,2,3,2,2,Introvert,Yes,Yes,117144
2,6,9,5,6,Extrovert,No,No,117145
2,6,9,5,6,Extrovert,No,No,117146
7,2,4,2,2,Introvert,Yes,Yes,117147
7,2,4,2,2,Introvert,Yes,Yes,117148
7,2,4,2,2,Introvert,Yes,Yes,117149
7,2,4,2,2,Introvert,Yes,Yes,117150
2,6,9,5,6,Extrovert,No,No,117151
2,6,9,5,6,Extrovert,No,No,117152
2,6,10,5,6,Extrovert,No,No,117153
7,2,3,2,2,Introvert,Yes,Yes,117154
2,6,9,5,6,Extrovert,No,No,117155
2,6,10,5,6,Extrovert,No,No,117156
7,2,4,2,2,Introvert,Yes,Yes,117157
2,6,10,5,6,Extrovert,No,No,117158
2,6,9,5,6,Extrovert,No,No,117159
2,6,10,5,6,Extrovert,No,No,117160
2,6,9,5,6,Extrovert,No,No,117161
2,6,9,5,6,Extrovert,No,No,117162
2,6,9,5,6,Extrovert,No,No,117163
7,2,4,2,2,Introvert,Yes,Yes,117164
7,2,4,2,2,Introvert,Yes,Yes,117165
7,2,4,2,2,Introvert,Yes,Yes,117166
2,6,9,5,6,Extrovert,No,No,117167
7,2,3,2,2,Introvert,Yes,Yes,117168
7,2,3,2,2,Introvert,Yes,Yes,117169
7,2,3,2,2,Introvert,Yes,Yes,117170
2,6,9,5,6,Extrovert,No,No,117171
2,6,9,5,6,Extrovert,No,No,117172
2,6,9,5,6,Extrovert,No,No,117173
7,2,3,2,2,Introvert,Yes,Yes,117174
7,2,4,2,2,Introvert,Yes,Yes,117175
7,2,3,2,2,Introvert,Yes,Yes,117176
7,2,4,2,2,Introvert,Yes,Yes,117177
7,2,4,2,2,Introvert,Yes,Yes,117178
7,2,3,2,2,Introvert,Yes,Yes,117179
2,6,10,5,6,Extrovert,No,No,117180
7,2,3,2,2,Introvert,Yes,Yes,117181
7,2,4,2,2,Introvert,Yes,Yes,117182
7,2,4,2,2,Introvert,Yes,Yes,117183
7,2,4,2,2,Introvert,Yes,Yes,117184
2,6,9,5,6,Extrovert,No,No,117185
7,2,4,2,2,Introvert,Yes,Yes,117186
7,2,4,2,2,Introvert,Yes,Yes,117187
7,2,4,2,2,Introvert,Yes,Yes,117188
2,6,9,5,6,Extrovert,No,No,117189
7,2,3,2,2,Introvert,Yes,Yes,117190
7,2,4,2,2,Introvert,Yes,Yes,117191
7,2,4,2,2,Introvert,Yes,Yes,117192
7,2,3,2,2,Introvert,Yes,Yes,117193
7,2,3,2,2,Introvert,Yes,Yes,117194
7,2,3,2,2,Introvert,Yes,Yes,117195
7,2,4,2,2,Introvert,Yes,Yes,117196
7,2,4,2,2,Introvert,Yes,Yes,117197
7,2,3,2,2,Introvert,Yes,Yes,117198
2,6,9,5,6,Extrovert,No,No,117199
2,6,9,5,6,Extrovert,No,No,117200
2,6,9,5,6,Extrovert,No,No,117201
2,6,9,5,6,Extrovert,No,No,117202
2,6,9,5,6,Extrovert,No,No,117203
7,2,4,2,2,Introvert,Yes,Yes,117204
2,6,9,5,6,Extrovert,No,No,117205
2,6,9,5,6,Extrovert,No,No,117206
7,2,3,2,2,Introvert,Yes,Yes,117207
2,6,10,5,6,Extrovert,No,No,117208
7,2,3,2,2,Introvert,Yes,Yes,117209
2,6,10,5,6,Extrovert,No,No,117210
7,2,3,2,2,Introvert,Yes,Yes,117211
2,6,9,5,6,Extrovert,No,No,117212
2,6,10,5,6,Extrovert,No,No,117213
2,6,10,5,6,Extrovert,No,No,117214
7,2,4,2,2,Introvert,Yes,Yes,117215
7,2,4,2,2,Introvert,Yes,Yes,117216
2,6,9,5,6,Extrovert,No,No,117217
2,6,9,5,6,Extrovert,No,No,117218
2,6,10,5,6,Extrovert,No,No,117219
2,6,9,5,6,Extrovert,No,No,117220
2,6,9,5,6,Extrovert,No,No,117221
2,6,9,5,6,Extrovert,No,No,117222
2,6,10,5,6,Extrovert,No,No,117223
7,2,3,2,2,Introvert,Yes,Yes,117224
2,6,9,5,6,Extrovert,No,No,117225
2,6,9,5,6,Extrovert,No,No,117226
7,2,4,2,2,Introvert,Yes,Yes,117227
7,2,3,2,2,Introvert,Yes,Yes,117228
2,6,10,5,6,Extrovert,No,No,117229
2,6,9,5,6,Extrovert,No,No,117230
7,2,4,2,2,Introvert,Yes,Yes,117231
7,2,3,2,2,Introvert,Yes,Yes,117232
2,6,9,5,6,Extrovert,No,No,117233
7,2,4,2,2,Introvert,Yes,Yes,117234
2,6,9,5,6,Extrovert,No,No,117235
7,2,3,2,2,Introvert,Yes,Yes,117236
2,6,9,5,6,Extrovert,No,No,117237
7,2,3,2,2,Introvert,Yes,Yes,117238
2,6,10,5,6,Extrovert,No,No,117239
2,6,9,5,6,Extrovert,No,No,117240
7,2,3,2,2,Introvert,Yes,Yes,117241
7,2,3,2,2,Introvert,Yes,Yes,117242
2,6,9,5,6,Extrovert,No,No,117243
2,6,9,5,6,Extrovert,No,No,117244
7,2,4,2,2,Introvert,Yes,Yes,117245
2,6,9,5,6,Extrovert,No,No,117246
7,2,3,2,2,Introvert,Yes,Yes,117247
2,6,10,5,6,Extrovert,No,No,117248
2,6,9,5,6,Extrovert,No,No,117249
7,2,4,2,2,Introvert,Yes,Yes,117250
7,2,4,2,2,Introvert,Yes,Yes,117251
2,6,9,5,6,Extrovert,No,No,117252
2,6,10,5,6,Extrovert,No,No,117253
7,2,3,2,2,Introvert,Yes,Yes,117254
7,2,4,2,2,Introvert,Yes,Yes,117255
2,6,9,5,6,Extrovert,No,No,117256
7,2,4,2,2,Introvert,Yes,Yes,117257
2,6,9,5,6,Extrovert,No,No,117258
7,2,4,2,2,Introvert,Yes,Yes,117259
7,2,4,2,2,Introvert,Yes,Yes,117260
7,2,4,2,2,Introvert,Yes,Yes,117261
2,6,9,5,6,Extrovert,No,No,117262
7,2,3,2,2,Introvert,Yes,Yes,117263
7,2,4,2,2,Introvert,Yes,Yes,117264
7,2,4,2,2,Introvert,Yes,Yes,117265
2,6,10,5,6,Extrovert,No,No,117266
2,6,9,5,6,Extrovert,No,No,117267
7,2,3,2,2,Introvert,Yes,Yes,117268
7,2,3,2,2,Introvert,Yes,Yes,117269
7,2,3,2,2,Introvert,Yes,Yes,117270
7,2,4,2,2,Introvert,Yes,Yes,117271
2,6,10,5,6,Extrovert,No,No,117272
2,6,9,5,6,Extrovert,No,No,117273
7,2,3,2,2,Introvert,Yes,Yes,117274
2,6,9,5,6,Extrovert,No,No,117275
2,6,10,5,6,Extrovert,No,No,117276
2,6,10,5,6,Extrovert,No,No,117277
7,2,3,2,2,Introvert,Yes,Yes,117278
7,2,4,2,2,Introvert,Yes,Yes,117279
2,6,9,5,6,Extrovert,No,No,117280
7,2,3,2,2,Introvert,Yes,Yes,117281
7,2,3,2,2,Introvert,Yes,Yes,117282
2,6,9,5,6,Extrovert,No,No,117283
2,6,10,5,6,Extrovert,No,No,117284
6,2,4,2,2,Introvert,Yes,Yes,117285
2,6,9,5,6,Extrovert,No,No,117286
7,2,3,2,2,Introvert,Yes,Yes,117287
2,6,9,5,6,Extrovert,No,No,117288
2,6,9,5,6,Extrovert,No,No,117289
7,2,3,2,2,Introvert,Yes,Yes,117290
7,2,4,2,2,Introvert,Yes,Yes,117291
7,2,3,2,2,Introvert,Yes,Yes,117292
7,2,4,2,2,Introvert,Yes,Yes,117293
7,2,3,2,2,Introvert,Yes,Yes,117294
2,6,9,5,6,Extrovert,No,No,117295
2,6,9,5,6,Extrovert,No,No,117296
7,2,4,2,2,Introvert,Yes,Yes,117297
2,6,9,5,6,Extrovert,No,No,117298
2,6,10,5,6,Extrovert,No,No,117299
2,6,9,5,6,Extrovert,No,No,117300
2,6,9,5,6,Extrovert,No,No,117301
7,2,3,2,2,Introvert,Yes,Yes,117302
2,6,10,5,6,Extrovert,No,No,117303
7,2,3,2,2,Introvert,Yes,Yes,117304
2,6,9,5,6,Extrovert,No,No,117305
2,6,9,5,6,Extrovert,No,No,117306
7,2,4,2,2,Introvert,Yes,Yes,117307
2,6,9,5,6,Extrovert,No,No,117308
7,2,4,2,2,Introvert,Yes,Yes,117309
2,6,10,5,6,Extrovert,No,No,117310
2,6,9,5,6,Extrovert,No,No,117311
2,6,10,5,6,Extrovert,No,No,117312
2,6,9,5,6,Extrovert,No,No,117313
7,2,3,2,2,Introvert,Yes,Yes,117314
2,6,9,5,6,Extrovert,No,No,117315
7,2,4,2,2,Introvert,Yes,Yes,117316
7,2,4,2,2,Introvert,Yes,Yes,117317
7,2,4,2,2,Introvert,Yes,Yes,117318
2,6,10,5,6,Extrovert,No,No,117319
2,6,9,5,6,Extrovert,No,No,117320
2,6,10,5,6,Extrovert,No,No,117321
2,6,9,5,6,Extrovert,No,No,117322
2,6,10,5,6,Extrovert,No,No,117323
7,2,4,2,2,Introvert,Yes,Yes,117324
7,2,3,2,2,Introvert,Yes,Yes,117325
7,2,4,2,2,Introvert,Yes,Yes,117326
7,2,4,2,2,Introvert,Yes,Yes,117327
7,2,4,2,2,Introvert,Yes,Yes,117328
7,2,3,2,2,Introvert,Yes,Yes,117329
7,2,4,2,2,Introvert,Yes,Yes,117330
7,2,4,2,2,Introvert,Yes,Yes,117331
2,6,10,5,6,Extrovert,No,No,117332
7,2,3,2,2,Introvert,Yes,Yes,117333
2,6,9,5,6,Extrovert,No,No,117334
7,2,4,2,2,Introvert,Yes,Yes,117335
7,2,4,2,2,Introvert,Yes,Yes,117336
2,6,10,5,6,Extrovert,No,No,117337
2,6,9,5,6,Extrovert,No,No,117338
2,6,9,5,6,Extrovert,No,No,117339
2,6,9,5,6,Extrovert,No,No,117340
2,6,9,5,6,Extrovert,No,No,117341
7,2,4,2,2,Introvert,Yes,Yes,117342
2,6,9,5,6,Extrovert,No,No,117343
6,3,4,2,2,Introvert,Yes,Yes,117344
2,6,9,5,6,Extrovert,No,No,117345
2,6,9,5,6,Extrovert,No,No,117346
2,6,10,5,6,Extrovert,No,No,117347
2,6,10,5,6,Extrovert,No,No,117348
2,6,9,5,6,Extrovert,No,No,117349
7,2,3,2,2,Introvert,Yes,Yes,117350
2,6,9,5,6,Extrovert,No,No,117351
7,2,4,2,2,Introvert,Yes,Yes,117352
2,6,9,5,6,Extrovert,No,No,117353
2,6,9,5,6,Extrovert,No,No,117354
2,6,10,5,6,Extrovert,No,No,117355
2,6,9,5,6,Extrovert,No,No,117356
2,6,10,5,6,Extrovert,No,No,117357
7,2,4,2,2,Introvert,Yes,Yes,117358
7,2,3,2,2,Introvert,Yes,Yes,117359
2,6,10,5,6,Extrovert,No,No,117360
2,6,9,5,6,Extrovert,No,No,117361
7,2,3,2,2,Introvert,Yes,Yes,117362
7,2,3,2,2,Introvert,Yes,Yes,117363
7,2,3,2,2,Introvert,Yes,Yes,117364
2,6,9,5,6,Extrovert,No,No,117365
2,6,9,5,6,Extrovert,No,No,117366
2,6,9,5,6,Extrovert,No,No,117367
2,6,9,5,6,Extrovert,No,No,117368
7,2,4,2,2,Introvert,Yes,Yes,117369
2,6,9,5,6,Extrovert,No,No,117370
2,6,9,5,6,Extrovert,No,No,117371
2,6,9,5,6,Extrovert,No,No,117372
6,2,4,2,2,Introvert,Yes,Yes,117373
7,2,4,2,2,Introvert,Yes,Yes,117374
7,2,4,2,2,Introvert,Yes,Yes,117375
7,2,3,2,2,Introvert,Yes,Yes,117376
7,2,4,2,2,Introvert,Yes,Yes,117377
2,6,9,5,6,Extrovert,No,No,117378
2,6,10,5,6,Extrovert,No,No,117379
2,6,9,5,6,Extrovert,No,No,117380
7,2,3,2,2,Introvert,Yes,Yes,117381
7,2,4,2,2,Introvert,Yes,Yes,117382
2,6,10,5,6,Extrovert,No,No,117383
7,2,3,2,2,Introvert,Yes,Yes,117384
