id,Time_spent_Alone,Stage_fear,Social_event_attendance,Going_outside,Drained_after_socializing,Friends_circle_size,Post_frequency,Personality
13783,3.0,No,9.0,7.0,No,13.0,7.0,Extrovert
13784,2.0,No,8.0,6.0,No,10.0,5.0,Extrovert
13785,0.0,No,9.0,4.0,No,11.0,4.0,Extrovert
13786,2.0,No,9.0,4.0,No,13.0,7.0,Extrovert
13787,5.0,No,6.0,4.0,No,15.0,3.0,Extrovert
13788,0.0,No,6.0,3.0,No,12.0,7.0,Extrovert
13789,,No,5.0,6.0,No,8.0,9.0,Extrovert
13790,6.0,Yes,1.0,0.0,Yes,,2.0,Introvert
13791,3.0,No,5.0,6.0,No,14.0,4.0,Extrovert
13793,0.0,,6.0,3.0,No,15.0,3.0,Extrovert
13797,2.0,No,5.0,7.0,No,13.0,,Extrovert
13798,0.0,No,7.0,4.0,No,,6.0,Extrovert
13801,7.0,Yes,3.0,3.0,Yes,4.0,2.0,Introvert
13802,0.0,No,6.0,4.0,No,14.0,10.0,Extrovert
13803,3.0,No,8.0,4.0,No,11.0,3.0,Extrovert
13804,0.0,No,6.0,3.0,,8.0,7.0,Extrovert
13805,3.0,,4.0,3.0,No,7.0,6.0,Extrovert
13806,3.0,No,7.0,7.0,No,10.0,4.0,Extrovert
13808,0.0,No,9.0,6.0,No,15.0,9.0,Extrovert
13809,1.0,No,5.0,6.0,No,13.0,8.0,Extrovert
13810,0.0,No,9.0,3.0,No,12.0,5.0,Extrovert
13812,,No,8.0,3.0,No,14.0,8.0,Extrovert
13813,3.0,No,5.0,6.0,No,15.0,6.0,Extrovert
13814,2.0,No,4.0,,No,6.0,9.0,Extrovert
13815,3.0,No,6.0,6.0,No,,4.0,Extrovert
13816,,No,5.0,6.0,No,8.0,7.0,Extrovert
13818,,Yes,2.0,0.0,Yes,1.0,0.0,Introvert
13819,1.0,No,5.0,,No,12.0,6.0,Extrovert
13820,3.0,No,4.0,4.0,No,14.0,10.0,Extrovert
13821,8.0,Yes,1.0,1.0,Yes,5.0,,Introvert
13822,2.0,No,9.0,5.0,No,14.0,8.0,Extrovert
13823,1.0,No,9.0,4.0,No,14.0,5.0,Extrovert
13824,3.0,No,6.0,4.0,No,14.0,5.0,Extrovert
13825,2.0,No,4.0,7.0,No,8.0,6.0,Extrovert
13826,11.0,Yes,3.0,2.0,,4.0,1.0,Introvert
13827,8.0,,2.0,1.0,Yes,2.0,0.0,Introvert
13828,0.0,No,,7.0,No,8.0,9.0,Extrovert
13830,0.0,No,9.0,3.0,No,14.0,5.0,Extrovert
13831,3.0,No,4.0,5.0,No,14.0,8.0,Extrovert
13832,1.0,No,5.0,4.0,No,4.0,4.0,Extrovert
13833,1.0,No,5.0,4.0,No,9.0,8.0,Extrovert
13836,4.0,No,7.0,6.0,No,12.0,9.0,Extrovert
13840,3.0,No,9.0,4.0,No,13.0,4.0,Extrovert
13843,2.0,No,7.0,3.0,No,6.0,6.0,Extrovert
13844,1.0,No,6.0,5.0,No,,7.0,Extrovert
13845,11.0,,3.0,1.0,Yes,2.0,0.0,Introvert
13846,2.0,No,6.0,5.0,No,5.0,10.0,Extrovert
13847,,No,9.0,5.0,No,14.0,6.0,Extrovert
13848,1.0,No,9.0,6.0,No,5.0,4.0,Extrovert
13849,,Yes,0.0,0.0,,5.0,0.0,Introvert
13850,2.0,No,8.0,4.0,No,10.0,9.0,Extrovert
13851,4.0,No,8.0,3.0,No,15.0,4.0,Extrovert
13852,10.0,,0.0,2.0,Yes,4.0,2.0,Introvert
13854,0.0,No,4.0,3.0,No,6.0,8.0,Extrovert
13856,2.0,No,3.0,4.0,No,14.0,7.0,Extrovert
13858,0.0,No,4.0,6.0,,14.0,3.0,Extrovert
13859,7.0,No,1.0,2.0,Yes,5.0,3.0,Introvert
13860,1.0,No,4.0,4.0,No,11.0,4.0,Extrovert
13862,0.0,No,4.0,4.0,No,10.0,5.0,Extrovert
13863,0.0,No,5.0,7.0,No,13.0,4.0,Extrovert
13865,7.0,Yes,0.0,,Yes,2.0,0.0,Introvert
13866,9.0,Yes,,3.0,Yes,3.0,1.0,Introvert
13868,0.0,No,,5.0,No,14.0,4.0,Extrovert
13870,3.0,No,4.0,3.0,,13.0,9.0,Extrovert
13871,2.0,No,7.0,3.0,No,10.0,9.0,Extrovert
13872,,No,10.0,4.0,No,12.0,3.0,Extrovert
13873,0.0,No,8.0,4.0,No,7.0,8.0,Extrovert
13875,3.0,Yes,0.0,,Yes,0.0,1.0,Introvert
13876,4.0,Yes,1.0,0.0,Yes,,,Introvert
13877,0.0,No,9.0,3.0,No,15.0,6.0,Extrovert
13879,1.0,Yes,2.0,1.0,Yes,2.0,2.0,Introvert
13880,2.0,No,,6.0,No,,6.0,Extrovert
13881,1.0,No,4.0,5.0,No,,7.0,Extrovert
13883,4.0,No,5.0,4.0,No,7.0,7.0,Extrovert
13884,2.0,No,7.0,6.0,No,8.0,3.0,Extrovert
13888,1.0,No,5.0,6.0,No,4.0,3.0,Extrovert
13890,3.0,No,10.0,4.0,No,13.0,4.0,Extrovert
13891,1.0,No,6.0,7.0,No,8.0,7.0,Extrovert
13892,3.0,No,8.0,,No,12.0,,Extrovert
13893,,No,6.0,6.0,No,5.0,7.0,Extrovert
13895,1.0,,8.0,6.0,No,14.0,8.0,Extrovert
13898,6.0,,2.0,2.0,Yes,2.0,0.0,Introvert
13899,0.0,No,9.0,6.0,No,10.0,3.0,Extrovert
13900,1.0,No,7.0,7.0,No,15.0,4.0,Extrovert
13901,1.0,No,,7.0,No,9.0,8.0,Extrovert
13902,0.0,No,6.0,3.0,No,9.0,3.0,Extrovert
13903,3.0,No,7.0,3.0,No,9.0,9.0,Extrovert
13904,10.0,Yes,2.0,2.0,Yes,2.0,2.0,Introvert
13905,2.0,,6.0,4.0,No,13.0,3.0,Extrovert
13906,0.0,No,7.0,3.0,No,6.0,7.0,Extrovert
13907,1.0,No,5.0,3.0,No,7.0,8.0,Extrovert
13909,3.0,No,9.0,5.0,No,13.0,,Extrovert
13910,10.0,,3.0,2.0,Yes,3.0,1.0,Introvert
13911,5.0,Yes,,2.0,Yes,0.0,0.0,Introvert
13912,,No,5.0,3.0,No,3.0,3.0,Extrovert
13913,3.0,No,3.0,3.0,No,11.0,4.0,Extrovert
13914,2.0,No,6.0,4.0,No,6.0,,Extrovert
13917,3.0,No,9.0,7.0,No,7.0,3.0,Extrovert
13920,1.0,No,6.0,6.0,No,15.0,3.0,Extrovert
13921,1.0,No,4.0,3.0,No,6.0,8.0,Extrovert
13922,5.0,Yes,0.0,,Yes,3.0,0.0,Introvert
13923,2.0,No,6.0,5.0,No,7.0,5.0,Extrovert
13924,,No,8.0,4.0,No,7.0,4.0,Extrovert
13925,3.0,No,6.0,3.0,No,6.0,4.0,Extrovert
13926,1.0,No,7.0,3.0,No,6.0,7.0,Extrovert
13928,3.0,No,10.0,5.0,No,8.0,3.0,Extrovert
13929,0.0,No,6.0,5.0,No,13.0,7.0,Extrovert
13931,,No,6.0,4.0,No,12.0,3.0,Extrovert
13932,2.0,No,4.0,3.0,No,9.0,9.0,Extrovert
13933,,No,7.0,3.0,No,7.0,6.0,Extrovert
13934,3.0,No,4.0,4.0,No,7.0,8.0,Extrovert
13935,,No,5.0,7.0,No,14.0,8.0,Extrovert
13936,0.0,,4.0,4.0,No,10.0,6.0,Extrovert
13937,1.0,No,9.0,3.0,No,6.0,9.0,Extrovert
13940,1.0,No,4.0,4.0,No,12.0,3.0,Extrovert
13942,5.0,Yes,2.0,0.0,Yes,0.0,3.0,Introvert
13943,2.0,No,5.0,6.0,No,5.0,3.0,Extrovert
13944,0.0,No,8.0,6.0,No,4.0,6.0,Extrovert
13947,4.0,Yes,2.0,,Yes,2.0,1.0,Introvert
13948,2.0,No,3.0,4.0,No,10.0,7.0,Extrovert
13949,3.0,No,7.0,4.0,No,15.0,8.0,Extrovert
13951,3.0,No,5.0,7.0,No,14.0,4.0,Extrovert
13953,10.0,Yes,0.0,0.0,Yes,5.0,1.0,Introvert
13954,0.0,No,5.0,7.0,No,10.0,8.0,Extrovert
13955,0.0,No,8.0,3.0,No,14.0,8.0,Extrovert
13956,0.0,,7.0,5.0,No,7.0,8.0,Extrovert
13957,2.0,No,8.0,3.0,No,7.0,6.0,Extrovert
13959,4.0,No,4.0,6.0,No,14.0,3.0,Extrovert
13961,3.0,No,8.0,3.0,No,15.0,7.0,Extrovert
13962,1.0,No,9.0,4.0,No,,5.0,Extrovert
13963,4.0,No,10.0,7.0,No,11.0,10.0,Extrovert
13964,1.0,No,8.0,6.0,No,14.0,6.0,Extrovert
13965,,No,9.0,4.0,No,11.0,6.0,Extrovert
13966,2.0,No,6.0,3.0,No,6.0,10.0,Extrovert
13967,1.0,No,4.0,4.0,No,11.0,10.0,Extrovert
13968,1.0,No,8.0,4.0,No,8.0,9.0,Extrovert
13970,2.0,No,5.0,6.0,,6.0,7.0,Extrovert
13971,2.0,,8.0,4.0,No,10.0,6.0,Extrovert
13972,0.0,No,4.0,6.0,No,14.0,8.0,Extrovert
13973,1.0,No,4.0,4.0,No,11.0,7.0,Extrovert
13974,1.0,No,5.0,7.0,No,12.0,6.0,Extrovert
13975,1.0,No,8.0,6.0,No,15.0,4.0,Extrovert
13976,0.0,No,8.0,,No,9.0,3.0,Extrovert
13977,10.0,,2.0,0.0,Yes,2.0,0.0,Introvert
13978,3.0,No,7.0,4.0,No,14.0,8.0,Extrovert
13979,0.0,,4.0,3.0,No,5.0,1.0,Extrovert
13982,,No,7.0,4.0,No,8.0,9.0,Extrovert
13984,0.0,No,7.0,7.0,No,14.0,9.0,Extrovert
13985,4.0,No,9.0,6.0,No,13.0,8.0,Extrovert
13986,4.0,Yes,1.0,0.0,Yes,3.0,3.0,Introvert
13987,1.0,No,3.0,7.0,No,4.0,7.0,Extrovert
13988,0.0,No,9.0,3.0,,12.0,9.0,Extrovert
13990,2.0,No,5.0,5.0,No,11.0,9.0,Extrovert
13991,,No,8.0,5.0,No,15.0,8.0,Extrovert
13993,5.0,Yes,2.0,2.0,Yes,0.0,1.0,Introvert
13995,2.0,,5.0,4.0,No,13.0,7.0,Extrovert
13996,0.0,No,10.0,7.0,No,6.0,4.0,Extrovert
13997,0.0,No,5.0,6.0,,11.0,5.0,Extrovert
13999,3.0,No,9.0,6.0,No,10.0,9.0,Extrovert
14000,2.0,No,,6.0,No,8.0,7.0,Extrovert
14001,1.0,No,4.0,6.0,No,8.0,4.0,Extrovert
14002,1.0,No,9.0,4.0,No,15.0,8.0,Extrovert
14003,1.0,No,3.0,5.0,No,4.0,4.0,Extrovert
14004,0.0,No,8.0,3.0,No,8.0,6.0,Extrovert
14005,2.0,,8.0,4.0,No,11.0,8.0,Extrovert
14006,2.0,No,8.0,4.0,No,9.0,9.0,Extrovert
14007,2.0,No,8.0,7.0,No,13.0,3.0,Extrovert
14008,2.0,No,9.0,7.0,No,5.0,6.0,Extrovert
14009,1.0,No,5.0,4.0,No,10.0,7.0,Extrovert
14011,1.0,No,8.0,7.0,No,9.0,7.0,Extrovert
14012,3.0,No,5.0,7.0,No,15.0,7.0,Extrovert
14013,1.0,No,4.0,5.0,No,11.0,,Extrovert
14014,4.0,No,5.0,4.0,No,,3.0,Extrovert
14015,,No,7.0,5.0,No,7.0,4.0,Extrovert
14016,0.0,No,4.0,4.0,No,8.0,5.0,Extrovert
14019,7.0,Yes,2.0,1.0,Yes,2.0,1.0,Introvert
14020,8.0,Yes,3.0,1.0,Yes,4.0,5.0,Introvert
14021,1.0,No,8.0,6.0,No,8.0,7.0,Extrovert
14022,2.0,No,5.0,5.0,No,,8.0,Extrovert
14023,1.0,No,8.0,4.0,No,9.0,4.0,Extrovert
14027,4.0,Yes,3.0,3.0,Yes,5.0,0.0,Introvert
14028,0.0,No,4.0,4.0,No,13.0,5.0,Extrovert
14029,2.0,No,4.0,3.0,No,11.0,8.0,Extrovert
14030,2.0,No,10.0,3.0,No,6.0,9.0,Extrovert
14031,2.0,No,9.0,7.0,No,5.0,4.0,Extrovert
14032,0.0,No,6.0,7.0,,12.0,6.0,Extrovert
14035,4.0,No,6.0,7.0,No,5.0,10.0,Extrovert
14036,1.0,No,8.0,4.0,No,7.0,,Extrovert
14037,8.0,Yes,2.0,3.0,Yes,1.0,1.0,Introvert
14038,5.0,Yes,1.0,3.0,Yes,1.0,2.0,Introvert
14039,2.0,No,9.0,4.0,No,11.0,5.0,Extrovert
14040,0.0,No,5.0,5.0,,8.0,8.0,Extrovert
14041,3.0,No,9.0,3.0,No,14.0,10.0,Extrovert
14042,5.0,Yes,0.0,1.0,,5.0,1.0,Introvert
14043,10.0,Yes,3.0,1.0,,2.0,0.0,Introvert
14044,0.0,No,6.0,5.0,No,,6.0,Extrovert
14045,1.0,No,9.0,7.0,No,9.0,9.0,Extrovert
14046,8.0,Yes,0.0,1.0,Yes,,0.0,Introvert
14048,2.0,No,,4.0,No,14.0,6.0,Extrovert
14049,7.0,Yes,0.0,0.0,Yes,3.0,,Introvert
14051,6.0,Yes,2.0,1.0,Yes,2.0,,Introvert
14053,0.0,No,6.0,5.0,No,8.0,3.0,Extrovert
14054,,Yes,2.0,1.0,Yes,2.0,,Introvert
14056,0.0,,9.0,6.0,No,6.0,5.0,Extrovert
14057,1.0,No,8.0,4.0,No,14.0,4.0,Extrovert
14058,6.0,,0.0,0.0,Yes,5.0,0.0,Introvert
14059,8.0,Yes,2.0,2.0,,1.0,1.0,Introvert
14060,0.0,No,5.0,5.0,No,5.0,,Extrovert
14061,0.0,No,7.0,6.0,No,,3.0,Extrovert
14062,3.0,,5.0,,No,9.0,9.0,Extrovert
14063,0.0,No,9.0,7.0,No,10.0,4.0,Extrovert
14064,0.0,No,5.0,5.0,No,10.0,4.0,Extrovert
14066,1.0,No,6.0,6.0,No,10.0,6.0,Extrovert
14067,4.0,Yes,2.0,1.0,Yes,2.0,,Introvert
14069,5.0,Yes,3.0,2.0,,1.0,2.0,Introvert
14070,3.0,No,6.0,4.0,No,6.0,10.0,Extrovert
14071,2.0,No,9.0,,No,5.0,9.0,Extrovert
14072,2.0,No,4.0,6.0,No,12.0,10.0,Extrovert
14073,1.0,No,8.0,4.0,No,9.0,8.0,Extrovert
14075,3.0,No,7.0,4.0,No,6.0,3.0,Extrovert
14076,2.0,No,8.0,,No,13.0,4.0,Extrovert
14077,0.0,No,5.0,5.0,No,13.0,,Extrovert
14079,2.0,No,6.0,5.0,No,10.0,5.0,Extrovert
14080,3.0,No,8.0,3.0,No,13.0,9.0,Extrovert
14082,0.0,No,4.0,4.0,No,7.0,5.0,Extrovert
14084,2.0,No,7.0,6.0,No,4.0,3.0,Extrovert
14085,4.0,No,6.0,7.0,No,9.0,6.0,Extrovert
14086,3.0,No,6.0,7.0,No,7.0,4.0,Extrovert
14087,5.0,No,7.0,5.0,No,13.0,7.0,Extrovert
14089,2.0,No,9.0,5.0,No,,6.0,Extrovert
14090,,No,6.0,3.0,No,9.0,8.0,Extrovert
14092,3.0,No,9.0,6.0,No,8.0,7.0,Extrovert
14093,2.0,No,5.0,7.0,No,5.0,4.0,Extrovert
14094,3.0,No,6.0,4.0,No,14.0,8.0,Extrovert
14096,1.0,,9.0,7.0,No,10.0,6.0,Extrovert
14097,3.0,No,5.0,5.0,,12.0,8.0,Extrovert
14099,2.0,No,,6.0,No,5.0,5.0,Extrovert
14100,1.0,,7.0,3.0,No,12.0,5.0,Extrovert
14101,2.0,No,7.0,3.0,No,6.0,8.0,Extrovert
14102,3.0,No,8.0,4.0,No,4.0,3.0,Extrovert
14103,,No,4.0,7.0,No,14.0,6.0,Extrovert
14104,2.0,No,,5.0,No,8.0,9.0,Extrovert
14106,1.0,No,8.0,,No,15.0,,Extrovert
14108,,Yes,1.0,0.0,,3.0,2.0,Introvert
14109,3.0,No,5.0,3.0,No,8.0,9.0,Extrovert
14110,6.0,Yes,,2.0,Yes,,1.0,Introvert
14112,2.0,No,6.0,6.0,No,9.0,,Extrovert
14113,4.0,No,7.0,4.0,No,9.0,10.0,Extrovert
14114,2.0,No,7.0,,No,8.0,7.0,Extrovert
14115,0.0,No,7.0,2.0,No,7.0,3.0,Extrovert
14116,0.0,,6.0,5.0,No,6.0,8.0,Extrovert
14119,2.0,No,4.0,,No,9.0,8.0,Extrovert
14120,3.0,,4.0,4.0,No,10.0,4.0,Extrovert
14122,3.0,No,7.0,3.0,No,14.0,7.0,Extrovert
14123,2.0,No,5.0,7.0,No,13.0,4.0,Extrovert
14124,2.0,No,7.0,7.0,No,7.0,3.0,Extrovert
14125,3.0,No,9.0,6.0,No,7.0,7.0,Extrovert
14126,4.0,No,6.0,6.0,No,10.0,4.0,Extrovert
14128,2.0,No,4.0,6.0,No,,9.0,Extrovert
14129,9.0,,3.0,1.0,Yes,2.0,2.0,Introvert
14130,7.0,Yes,1.0,,Yes,3.0,1.0,Introvert
14131,2.0,No,7.0,4.0,No,4.0,7.0,Extrovert
14133,10.0,Yes,3.0,0.0,Yes,4.0,,Introvert
14134,,No,9.0,3.0,No,8.0,7.0,Extrovert
14135,6.0,Yes,3.0,0.0,,0.0,,Introvert
14136,11.0,Yes,0.0,2.0,Yes,5.0,,Introvert
14137,2.0,No,8.0,6.0,No,9.0,9.0,Extrovert
14138,2.0,No,8.0,6.0,No,13.0,,Extrovert
14141,,No,6.0,4.0,No,14.0,4.0,Extrovert
14142,1.0,No,6.0,3.0,No,8.0,3.0,Extrovert
14143,0.0,No,9.0,3.0,No,15.0,8.0,Extrovert
14144,0.0,No,7.0,7.0,No,9.0,6.0,Extrovert
14145,2.0,No,4.0,6.0,No,13.0,5.0,Extrovert
14147,0.0,No,5.0,,No,8.0,9.0,Extrovert
14148,0.0,No,7.0,7.0,No,11.0,6.0,Extrovert
14149,0.0,No,,6.0,No,13.0,5.0,Extrovert
14151,4.0,Yes,1.0,3.0,Yes,3.0,1.0,Introvert
14152,0.0,No,5.0,,No,7.0,4.0,Extrovert
14153,4.0,Yes,3.0,3.0,Yes,0.0,3.0,Introvert
14154,2.0,No,9.0,4.0,No,8.0,6.0,Extrovert
14155,0.0,No,5.0,3.0,No,13.0,6.0,Extrovert
14159,0.0,No,8.0,,No,11.0,8.0,Extrovert
14161,3.0,No,4.0,,No,10.0,3.0,Extrovert
14162,3.0,,4.0,7.0,No,12.0,9.0,Extrovert
14163,2.0,No,7.0,7.0,No,,9.0,Extrovert
14164,3.0,No,8.0,,No,5.0,5.0,Extrovert
14166,7.0,,3.0,0.0,Yes,5.0,1.0,Introvert
14167,0.0,No,9.0,4.0,No,11.0,,Extrovert
14168,1.0,No,9.0,5.0,No,9.0,6.0,Extrovert
14170,3.0,No,8.0,5.0,No,5.0,9.0,Extrovert
14172,,No,3.0,7.0,No,4.0,7.0,Extrovert
14173,1.0,No,4.0,5.0,No,13.0,6.0,Extrovert
14174,,No,4.0,4.0,No,13.0,5.0,Extrovert
14175,10.0,Yes,,0.0,Yes,4.0,0.0,Introvert
14176,6.0,Yes,1.0,0.0,Yes,2.0,1.0,Introvert
14177,0.0,No,8.0,7.0,No,15.0,4.0,Extrovert
14178,3.0,No,9.0,4.0,No,7.0,10.0,Extrovert
14180,1.0,,4.0,5.0,No,12.0,5.0,Extrovert
14182,11.0,Yes,,1.0,Yes,4.0,1.0,Introvert
14183,2.0,No,6.0,5.0,No,8.0,,Extrovert
14185,3.0,No,7.0,5.0,No,6.0,6.0,Extrovert
14186,3.0,No,7.0,7.0,No,8.0,7.0,Extrovert
14187,1.0,No,6.0,5.0,No,4.0,4.0,Extrovert
14189,8.0,Yes,3.0,0.0,Yes,5.0,1.0,Introvert
14190,2.0,No,9.0,5.0,No,13.0,3.0,Extrovert
14191,0.0,No,7.0,7.0,No,11.0,,Extrovert
14192,0.0,No,,5.0,No,13.0,9.0,Extrovert
14193,0.0,No,5.0,,No,10.0,5.0,Extrovert
14195,,No,5.0,,No,15.0,9.0,Extrovert
14196,3.0,No,7.0,6.0,No,15.0,7.0,Extrovert
14197,3.0,No,8.0,,No,10.0,3.0,Extrovert
14199,,Yes,1.0,,Yes,2.0,0.0,Introvert
14200,,Yes,0.0,2.0,Yes,1.0,0.0,Introvert
14201,,,3.0,5.0,No,4.0,3.0,Extrovert
14202,0.0,No,5.0,3.0,No,10.0,6.0,Extrovert
14203,0.0,No,7.0,6.0,No,14.0,10.0,Extrovert
14206,3.0,No,6.0,6.0,No,15.0,4.0,Extrovert
14207,4.0,No,10.0,7.0,No,13.0,9.0,Extrovert
14208,4.0,,1.0,0.0,Yes,4.0,2.0,Introvert
14209,0.0,No,7.0,3.0,No,,3.0,Extrovert
14210,5.0,,2.0,0.0,Yes,,2.0,Introvert
14212,4.0,,0.0,0.0,Yes,3.0,0.0,Introvert
14213,2.0,No,6.0,4.0,No,8.0,9.0,Extrovert
14214,3.0,No,6.0,,No,8.0,9.0,Extrovert
14215,3.0,No,,6.0,No,12.0,9.0,Extrovert
14216,1.0,,4.0,5.0,No,8.0,6.0,Extrovert
14218,0.0,No,5.0,5.0,No,11.0,,Extrovert
14219,2.0,No,10.0,4.0,No,10.0,6.0,Extrovert
14220,3.0,No,5.0,6.0,,4.0,3.0,Extrovert
14221,0.0,No,9.0,6.0,No,4.0,5.0,Extrovert
14222,3.0,No,6.0,4.0,No,9.0,10.0,Extrovert
14223,3.0,No,,6.0,No,8.0,4.0,Extrovert
14224,1.0,No,9.0,3.0,No,11.0,9.0,Extrovert
14225,7.0,Yes,1.0,0.0,Yes,5.0,3.0,Introvert
14226,2.0,No,7.0,4.0,No,10.0,5.0,Extrovert
14227,2.0,No,9.0,5.0,No,9.0,10.0,Extrovert
14228,1.0,No,4.0,4.0,No,10.0,10.0,Extrovert
14230,1.0,,8.0,5.0,No,10.0,7.0,Extrovert
14231,0.0,No,7.0,4.0,No,14.0,3.0,Extrovert
14234,0.0,No,9.0,5.0,No,15.0,6.0,Extrovert
14235,2.0,No,,3.0,No,9.0,5.0,Extrovert
14236,4.0,No,5.0,3.0,No,15.0,5.0,Extrovert
14237,2.0,No,9.0,,No,10.0,6.0,Extrovert
14238,3.0,No,5.0,4.0,No,12.0,5.0,Extrovert
14239,2.0,,,5.0,No,8.0,8.0,Extrovert
14240,3.0,No,4.0,5.0,No,5.0,6.0,Extrovert
14241,2.0,No,4.0,6.0,No,14.0,6.0,Extrovert
14243,1.0,No,9.0,4.0,No,15.0,4.0,Extrovert
14245,5.0,Yes,0.0,0.0,,3.0,1.0,Introvert
14246,11.0,Yes,0.0,3.0,Yes,3.0,1.0,Introvert
14247,7.0,,1.0,0.0,Yes,3.0,2.0,Introvert
14248,1.0,No,6.0,3.0,No,14.0,8.0,Extrovert
14249,0.0,No,10.0,5.0,No,14.0,8.0,Extrovert
14250,8.0,Yes,,0.0,Yes,2.0,0.0,Introvert
14251,1.0,No,5.0,5.0,,7.0,7.0,Extrovert
14252,1.0,No,7.0,6.0,No,10.0,7.0,Extrovert
14253,,No,9.0,5.0,No,12.0,4.0,Extrovert
14254,3.0,No,8.0,4.0,No,14.0,,Extrovert
14255,1.0,No,9.0,5.0,No,9.0,3.0,Extrovert
14257,10.0,No,4.0,7.0,No,8.0,8.0,Extrovert
14259,1.0,No,4.0,5.0,No,10.0,,Extrovert
14260,0.0,,5.0,5.0,No,11.0,6.0,Extrovert
14261,4.0,No,7.0,6.0,No,13.0,6.0,Extrovert
14262,1.0,No,5.0,3.0,No,8.0,4.0,Extrovert
14263,1.0,No,6.0,5.0,No,6.0,4.0,Extrovert
14264,0.0,No,6.0,7.0,No,4.0,4.0,Extrovert
14265,9.0,Yes,3.0,3.0,Yes,0.0,1.0,Introvert
14266,,No,4.0,6.0,No,8.0,9.0,Extrovert
14269,7.0,Yes,3.0,3.0,Yes,5.0,2.0,Introvert
14270,10.0,Yes,0.0,3.0,Yes,5.0,0.0,Introvert
14271,3.0,No,5.0,3.0,No,11.0,7.0,Extrovert
14272,0.0,No,3.0,6.0,No,6.0,4.0,Extrovert
14273,2.0,No,10.0,5.0,No,9.0,8.0,Extrovert
14274,1.0,No,,7.0,No,14.0,8.0,Extrovert
14276,1.0,No,5.0,3.0,No,5.0,3.0,Extrovert
14277,7.0,Yes,0.0,2.0,Yes,4.0,,Introvert
14278,3.0,No,9.0,,No,8.0,5.0,Extrovert
14281,2.0,No,9.0,7.0,No,9.0,6.0,Extrovert
14282,1.0,,9.0,6.0,No,12.0,8.0,Extrovert
14283,,No,5.0,4.0,No,13.0,4.0,Extrovert
14284,0.0,No,7.0,7.0,No,12.0,6.0,Extrovert
14285,2.0,No,8.0,4.0,No,9.0,,Extrovert
14288,2.0,No,5.0,5.0,No,,3.0,Extrovert
14290,1.0,,8.0,6.0,No,10.0,8.0,Extrovert
14291,8.0,Yes,3.0,2.0,Yes,4.0,1.0,Introvert
14292,8.0,Yes,,0.0,,4.0,2.0,Introvert
14293,3.0,No,9.0,6.0,No,11.0,,Extrovert
14297,10.0,Yes,,0.0,Yes,3.0,0.0,Introvert
14298,11.0,Yes,1.0,1.0,Yes,1.0,3.0,Introvert
14299,3.0,No,9.0,6.0,No,6.0,8.0,Extrovert
14301,11.0,,0.0,1.0,Yes,1.0,2.0,Introvert
14302,3.0,No,8.0,5.0,No,7.0,6.0,Extrovert
14303,0.0,No,4.0,,No,10.0,8.0,Extrovert
14304,0.0,No,5.0,5.0,No,11.0,8.0,Extrovert
14306,8.0,,0.0,1.0,Yes,5.0,0.0,Introvert
14311,2.0,No,8.0,3.0,No,13.0,4.0,Extrovert
14312,7.0,Yes,1.0,2.0,Yes,2.0,1.0,Introvert
14313,1.0,No,5.0,5.0,No,5.0,,Extrovert
14314,0.0,No,4.0,5.0,No,11.0,6.0,Extrovert
14316,0.0,No,9.0,7.0,No,10.0,8.0,Extrovert
14317,6.0,,0.0,1.0,Yes,3.0,0.0,Introvert
14318,1.0,No,3.0,7.0,No,6.0,,Extrovert
14320,0.0,No,3.0,4.0,No,12.0,8.0,Extrovert
14321,0.0,No,,3.0,No,9.0,5.0,Extrovert
14322,0.0,No,6.0,7.0,No,7.0,,Extrovert
14323,0.0,No,4.0,7.0,No,12.0,4.0,Extrovert
14327,1.0,No,,6.0,No,7.0,6.0,Extrovert
14328,3.0,No,10.0,6.0,No,5.0,4.0,Extrovert
14330,1.0,No,9.0,4.0,No,12.0,9.0,Extrovert
14331,1.0,No,10.0,6.0,No,7.0,4.0,Extrovert
14332,6.0,Yes,1.0,2.0,Yes,1.0,0.0,Introvert
14333,5.0,Yes,1.0,1.0,Yes,3.0,3.0,Introvert
14334,0.0,No,3.0,3.0,No,12.0,8.0,Extrovert
14335,0.0,No,5.0,4.0,No,7.0,7.0,Extrovert
14336,1.0,No,7.0,6.0,No,15.0,8.0,Extrovert
14337,4.0,,1.0,0.0,Yes,3.0,2.0,Introvert
14338,7.0,Yes,3.0,1.0,,3.0,2.0,Introvert
14340,2.0,,9.0,5.0,No,7.0,7.0,Extrovert
14341,,No,5.0,6.0,No,12.0,7.0,Extrovert
14342,0.0,No,5.0,4.0,No,6.0,5.0,Extrovert
14343,1.0,No,6.0,3.0,No,14.0,10.0,Extrovert
14344,6.0,Yes,0.0,0.0,,1.0,1.0,Introvert
14345,4.0,No,6.0,3.0,No,12.0,,Extrovert
14348,1.0,No,,5.0,No,12.0,5.0,Extrovert
14349,1.0,No,6.0,4.0,No,14.0,3.0,Extrovert
14350,0.0,No,8.0,6.0,No,12.0,8.0,Extrovert
14351,3.0,No,,5.0,No,14.0,6.0,Extrovert
14352,0.0,No,,5.0,No,14.0,7.0,Extrovert
14353,1.0,No,10.0,4.0,No,10.0,4.0,Extrovert
14354,2.0,,7.0,5.0,No,13.0,6.0,Extrovert
14355,2.0,No,6.0,6.0,,13.0,5.0,Extrovert
