id,prediction,extrovert_proba,uncertainty
23199,Introvert,0.0,0.0
23200,Introvert,0.04666667,0.09333336
23201,Introvert,0.0033333334,0.0066666603
23202,Introvert,0.0,0.0
23203,Introvert,0.0,0.0
23204,Introvert,0.0,0.0
23205,Extrovert,0.9933325,0.01333499
23206,Introvert,0.01,0.01999998
23207,Introvert,0.006666667,0.013333321
23208,Introvert,0.0,0.0
23209,Introvert,0.020000001,0.04000002
23210,Extrovert,0.99666584,0.0066683292
23211,Extrovert,0.9899992,0.02000165
23212,Introvert,0.0,0.0
23213,Introvert,0.0,0.0
23214,Extrovert,0.9933325,0.01333499
23215,Introvert,0.0,0.0
23216,Introvert,0.0,0.0
23217,Introvert,0.0033333334,0.0066666603
23218,Extrovert,0.9933325,0.01333499
23219,Extrovert,0.9833325,0.03333497
23220,Extrovert,0.99666584,0.0066683292
23221,Introvert,0.02666667,0.053333342
23222,Introvert,0.0,0.0
23223,Introvert,0.0,0.0
23224,Extrovert,0.99999917,1.66893e-06
23225,Introvert,0.01,0.01999998
23226,Introvert,0.0,0.0
23227,Introvert,0.0033333334,0.0066666603
23228,Introvert,0.0,0.0
23229,Introvert,0.0,0.0
23230,Introvert,0.006666667,0.013333321
23231,Introvert,0.0,0.0
23232,Introvert,0.006666667,0.013333321
23233,Extrovert,0.9899992,0.02000165
23234,Introvert,0.0,0.0
23235,Introvert,0.0033333334,0.0066666603
23236,Introvert,0.0,0.0
23237,Introvert,0.0033333334,0.0066666603
23238,Extrovert,0.99666584,0.0066683292
23239,Introvert,0.0,0.0
23240,Extrovert,0.99999917,1.66893e-06
23241,Introvert,0.0,0.0
23242,Introvert,0.07,0.13999999
23243,Introvert,0.016666668,0.03333336
23244,Extrovert,0.9699992,0.06000161
23245,Extrovert,0.99999917,1.66893e-06
23246,Introvert,0.0033333334,0.0066666603
23247,Introvert,0.0,0.0
23248,Introvert,0.0,0.0
23249,Introvert,0.07333333,0.14666665
23250,Introvert,0.0,0.0
23251,Introvert,0.0,0.0
23252,Introvert,0.023333335,0.04666668
23253,Introvert,0.0,0.0
23254,Introvert,0.0,0.0
23255,Introvert,0.0,0.0
23256,Introvert,0.0,0.0
23257,Introvert,0.0,0.0
23258,Introvert,0.0,0.0
23259,Introvert,0.0,0.0
23260,Introvert,0.0,0.0
23261,Introvert,0.0,0.0
23262,Introvert,0.1033333,0.20666659
23263,Introvert,0.0,0.0
23264,Introvert,0.0,0.0
23265,Introvert,0.0,0.0
23266,Extrovert,0.9899992,0.02000165
23267,Introvert,0.0,0.0
23268,Introvert,0.0,0.0
23269,Introvert,0.0,0.0
23270,Extrovert,0.99999917,1.66893e-06
23271,Introvert,0.0,0.0
23272,Introvert,0.006666667,0.013333321
23273,Extrovert,0.99999917,1.66893e-06
23274,Introvert,0.0033333334,0.0066666603
23275,Introvert,0.0,0.0
23276,Introvert,0.0,0.0
23277,Introvert,0.0,0.0
23278,Introvert,0.016666668,0.03333336
23279,Introvert,0.0,0.0
23280,Introvert,0.0,0.0
23281,Extrovert,0.99666584,0.0066683292
23282,Introvert,0.016666668,0.03333336
23283,Introvert,0.01,0.01999998
23284,Introvert,0.0,0.0
23285,Introvert,0.0,0.0
23286,Introvert,0.006666667,0.013333321
23287,Introvert,0.0,0.0
23288,Introvert,0.0033333334,0.0066666603
23289,Introvert,0.0,0.0
23290,Introvert,0.006666667,0.013333321
23291,Introvert,0.016666668,0.03333336
23292,Extrovert,0.9933325,0.01333499
23293,Introvert,0.0,0.0
23294,Extrovert,0.99999917,1.66893e-06
23295,Introvert,0.0,0.0
23296,Extrovert,0.99999917,1.66893e-06
23297,Introvert,0.0033333334,0.0066666603
23298,Introvert,0.0,0.0
23299,Extrovert,0.9899992,0.02000165
23300,Extrovert,0.99999917,1.66893e-06
23301,Introvert,0.0,0.0
23302,Introvert,0.0033333334,0.0066666603
23303,Introvert,0.0,0.0
23304,Introvert,0.056666672,0.113333344
23305,Extrovert,0.99999917,1.66893e-06
23306,Introvert,0.0,0.0
23307,Introvert,0.013333334,0.026666641
23308,Introvert,0.0,0.0
23309,Extrovert,0.9733325,0.05333495
23310,Introvert,0.006666667,0.013333321
23311,Introvert,0.0,0.0
23312,Introvert,0.0,0.0
23313,Introvert,0.0,0.0
23314,Extrovert,0.99666584,0.0066683292
23315,Introvert,0.0,0.0
23316,Extrovert,0.99999917,1.66893e-06
23317,Introvert,0.01,0.01999998
23318,Introvert,0.0,0.0
23319,Introvert,0.0,0.0
23320,Introvert,0.0033333334,0.0066666603
23321,Introvert,0.02666667,0.053333342
23322,Introvert,0.0,0.0
23323,Extrovert,0.98666584,0.02666831
23324,Introvert,0.0,0.0
23325,Introvert,0.0,0.0
23326,Introvert,0.0033333334,0.0066666603
23327,Introvert,0.0033333334,0.0066666603
23328,Extrovert,0.9799992,0.04000163
23329,Extrovert,0.9733325,0.05333495
23330,Introvert,0.35666642,0.71333283
23331,Introvert,0.0,0.0
23332,Introvert,0.013333334,0.026666641
23333,Introvert,0.013333334,0.026666641
23334,Extrovert,0.9933325,0.01333499
23335,Introvert,0.02666667,0.053333342
23336,Introvert,0.3233331,0.6466662
23337,Introvert,0.0,0.0
23338,Introvert,0.006666667,0.013333321
23339,Introvert,0.0,0.0
23340,Introvert,0.013333334,0.026666641
23341,Introvert,0.0,0.0
23342,Extrovert,0.9366659,0.12666821
23343,Introvert,0.0033333334,0.0066666603
23344,Introvert,0.0033333334,0.0066666603
23345,Introvert,0.0,0.0
23346,Extrovert,0.96666586,0.06666827
23347,Introvert,0.0,0.0
23348,Introvert,0.013333334,0.026666641
23349,Introvert,0.0,0.0
23350,Introvert,0.443333,0.886666
23351,Introvert,0.0033333334,0.0066666603
23352,Extrovert,0.99666584,0.0066683292
23353,Introvert,0.0,0.0
23354,Introvert,0.0,0.0
23355,Introvert,0.0,0.0
23356,Extrovert,0.99666584,0.0066683292
23357,Introvert,0.0,0.0
23358,Introvert,0.006666667,0.013333321
23359,Extrovert,0.9799992,0.04000163
23360,Extrovert,0.99666584,0.0066683292
23361,Introvert,0.0033333334,0.0066666603
23362,Introvert,0.0,0.0
23363,Introvert,0.006666667,0.013333321
23364,Introvert,0.0,0.0
23365,Introvert,0.0,0.0
23366,Introvert,0.020000001,0.04000002
23367,Introvert,0.0033333334,0.0066666603
23368,Introvert,0.0,0.0
23369,Introvert,0.0,0.0
23370,Introvert,0.0,0.0
23371,Introvert,0.01,0.01999998
23372,Introvert,0.0,0.0
23373,Extrovert,0.99999917,1.66893e-06
23374,Introvert,0.0,0.0
23375,Introvert,0.0,0.0
23376,Introvert,0.0,0.0
23377,Introvert,0.013333334,0.026666641
23378,Introvert,0.006666667,0.013333321
23379,Introvert,0.0,0.0
23380,Introvert,0.0,0.0
23381,Introvert,0.0,0.0
23382,Introvert,0.0,0.0
23383,Extrovert,0.99999917,1.66893e-06
23384,Introvert,0.0,0.0
23385,Introvert,0.0,0.0
23386,Introvert,0.0,0.0
23387,Extrovert,0.99666584,0.0066683292
23388,Introvert,0.01,0.01999998
23389,Extrovert,0.9599992,0.08000159
23390,Introvert,0.0,0.0
23391,Introvert,0.013333334,0.026666641
23392,Introvert,0.0,0.0
23393,Introvert,0.016666668,0.03333336
23394,Extrovert,0.99999917,1.66893e-06
23395,Introvert,0.016666668,0.03333336
23396,Introvert,0.01,0.01999998
23397,Introvert,0.0,0.0
23398,Introvert,0.020000001,0.04000002
23399,Introvert,0.0,0.0
23400,Introvert,0.0,0.0
23401,Introvert,0.0033333334,0.0066666603
23402,Introvert,0.0,0.0
23403,Introvert,0.013333334,0.026666641
23404,Introvert,0.0,0.0
23405,Extrovert,0.9933325,0.01333499
23406,Introvert,0.0,0.0
23407,Introvert,0.0,0.0
23408,Introvert,0.0,0.0
23409,Introvert,0.0,0.0
23410,Extrovert,0.9933325,0.01333499
23411,Extrovert,0.99666584,0.0066683292
23412,Introvert,0.0,0.0
23413,Introvert,0.0,0.0
23414,Extrovert,0.9799992,0.04000163
23415,Introvert,0.013333334,0.026666641
23416,Extrovert,0.99666584,0.0066683292
23417,Introvert,0.0,0.0
23418,Introvert,0.3233331,0.6466662
23419,Introvert,0.0,0.0
23420,Introvert,0.0,0.0
23421,Introvert,0.0033333334,0.0066666603
23422,Introvert,0.0,0.0
23423,Extrovert,0.9733325,0.05333495
23424,Extrovert,0.99999917,1.66893e-06
23425,Introvert,0.006666667,0.013333321
23426,Introvert,0.02666667,0.053333342
23427,Introvert,0.0033333334,0.0066666603
23428,Introvert,0.0033333334,0.0066666603
23429,Introvert,0.0,0.0
23430,Extrovert,0.98666584,0.02666831
23431,Extrovert,0.99999917,1.66893e-06
23432,Introvert,0.013333334,0.026666641
23433,Introvert,0.0,0.0
23434,Introvert,0.0,0.0
23435,Introvert,0.0,0.0
23436,Introvert,0.0,0.0
23437,Introvert,0.09666664,0.19333327
23438,Extrovert,0.85333264,0.29333472
23439,Introvert,0.26333317,0.52666634
23440,Introvert,0.0,0.0
23441,Introvert,0.0,0.0
23442,Introvert,0.0,0.0
23443,Introvert,0.0,0.0
23444,Introvert,0.0,0.0
23445,Introvert,0.0,0.0
23446,Introvert,0.0,0.0
23447,Introvert,0.0,0.0
23448,Introvert,0.0,0.0
23449,Introvert,0.0,0.0
23450,Introvert,0.0,0.0
23451,Introvert,0.0,0.0
23452,Introvert,0.0,0.0
23453,Introvert,0.006666667,0.013333321
23454,Introvert,0.006666667,0.013333321
23455,Introvert,0.0,0.0
23456,Extrovert,0.99999917,1.66893e-06
23457,Extrovert,0.99666584,0.0066683292
23458,Introvert,0.0,0.0
23459,Introvert,0.0,0.0
23460,Introvert,0.0,0.0
23461,Introvert,0.0033333334,0.0066666603
23462,Extrovert,0.99999917,1.66893e-06
23463,Introvert,0.0,0.0
23464,Introvert,0.0,0.0
23465,Extrovert,0.9366659,0.12666821
23466,Introvert,0.0,0.0
23467,Introvert,0.0,0.0
23468,Extrovert,0.99999917,1.66893e-06
23469,Extrovert,0.99999917,1.66893e-06
23470,Extrovert,0.99666584,0.0066683292
23471,Introvert,0.0,0.0
23472,Introvert,0.0,0.0
23473,Introvert,0.0,0.0
23474,Introvert,0.0,0.0
23475,Introvert,0.0,0.0
23476,Introvert,0.0,0.0
23477,Extrovert,0.9833325,0.03333497
23478,Introvert,0.0,0.0
23479,Extrovert,0.97666585,0.04666829
23480,Introvert,0.0033333334,0.0066666603
23481,Introvert,0.0,0.0
23482,Introvert,0.0,0.0
23483,Introvert,0.0,0.0
23484,Extrovert,0.88666594,0.22666812
23485,Introvert,0.0,0.0
23486,Introvert,0.0,0.0
23487,Introvert,0.0,0.0
23488,Introvert,0.0,0.0
23489,Introvert,0.0,0.0
23490,Introvert,0.0,0.0
23491,Extrovert,0.9366659,0.12666821
23492,Introvert,0.0,0.0
23493,Extrovert,0.9933325,0.01333499
23494,Introvert,0.0,0.0
23495,Introvert,0.0,0.0
23496,Introvert,0.0,0.0
23497,Extrovert,0.9833325,0.03333497
23498,Introvert,0.0,0.0
23499,Extrovert,0.9933325,0.01333499
23500,Introvert,0.0,0.0
23501,Introvert,0.0,0.0
23502,Extrovert,0.99999917,1.66893e-06
23503,Introvert,0.0,0.0
23504,Extrovert,0.9833325,0.03333497
23505,Introvert,0.0,0.0
23506,Introvert,0.0,0.0
23507,Introvert,0.0,0.0
23508,Introvert,0.0,0.0
23509,Extrovert,0.99999917,1.66893e-06
23510,Introvert,0.0,0.0
23511,Introvert,0.0033333334,0.0066666603
23512,Extrovert,0.9933325,0.01333499
23513,Extrovert,0.9933325,0.01333499
23514,Introvert,0.0,0.0
23515,Introvert,0.013333334,0.026666641
23516,Introvert,0.0,0.0
23517,Extrovert,0.99999917,1.66893e-06
23518,Extrovert,0.99999917,1.66893e-06
23519,Introvert,0.02666667,0.053333342
23520,Introvert,0.0,0.0
23521,Introvert,0.0,0.0
23522,Introvert,0.0033333334,0.0066666603
23523,Introvert,0.006666667,0.013333321
23524,Introvert,0.0,0.0
23525,Extrovert,0.99666584,0.0066683292
23526,Introvert,0.0033333334,0.0066666603
23527,Introvert,0.0,0.0
23528,Introvert,0.0,0.0
23529,Extrovert,0.99666584,0.0066683292
23530,Introvert,0.0033333334,0.0066666603
23531,Extrovert,0.99999917,1.66893e-06
23532,Introvert,0.0,0.0
23533,Introvert,0.0,0.0
23534,Introvert,0.0,0.0
23535,Introvert,0.0,0.0
23536,Introvert,0.01,0.01999998
23537,Introvert,0.006666667,0.013333321
23538,Introvert,0.0033333334,0.0066666603
23539,Introvert,0.01,0.01999998
23540,Introvert,0.0,0.0
23541,Extrovert,0.9933325,0.01333499
23542,Extrovert,0.9899992,0.02000165
23543,Introvert,0.0,0.0
23544,Introvert,0.0,0.0
23545,Introvert,0.04666667,0.09333336
23546,Introvert,0.020000001,0.04000002
23547,Introvert,0.45999965,0.9199993
23548,Extrovert,0.99999917,1.66893e-06
23549,Introvert,0.0,0.0
23550,Introvert,0.0,0.0
23551,Introvert,0.006666667,0.013333321
23552,Extrovert,0.99999917,1.66893e-06
23553,Introvert,0.006666667,0.013333321
23554,Introvert,0.0,0.0
23555,Introvert,0.0,0.0
23556,Introvert,0.0,0.0
23557,Introvert,0.006666667,0.013333321
23558,Extrovert,0.99999917,1.66893e-06
23559,Extrovert,0.99666584,0.0066683292
23560,Extrovert,0.9233326,0.15333486
23561,Introvert,0.03666667,0.07333332
23562,Introvert,0.0,0.0
23563,Extrovert,0.9833325,0.03333497
23564,Introvert,0.030000003,0.060000002
23565,Introvert,0.0,0.0
23566,Introvert,0.0,0.0
23567,Introvert,0.0,0.0
23568,Extrovert,0.99666584,0.0066683292
23569,Introvert,0.04666667,0.09333336
23570,Introvert,0.0,0.0
23571,Introvert,0.0,0.0
23572,Extrovert,0.99999917,1.66893e-06
23573,Extrovert,0.99999917,1.66893e-06
23574,Extrovert,0.9799992,0.04000163
23575,Extrovert,0.99999917,1.66893e-06
23576,Introvert,0.0,0.0
23577,Introvert,0.0,0.0
23578,Introvert,0.0,0.0
23579,Introvert,0.0,0.0
23580,Extrovert,0.96333253,0.07333493
23581,Introvert,0.0,0.0
23582,Introvert,0.0,0.0
23583,Introvert,0.0033333334,0.0066666603
23584,Introvert,0.0,0.0
23585,Introvert,0.0,0.0
23586,Extrovert,0.9933325,0.01333499
23587,Extrovert,0.98666584,0.02666831
23588,Introvert,0.0,0.0
23589,Extrovert,0.99999917,1.66893e-06
23590,Introvert,0.013333334,0.026666641
23591,Extrovert,0.99999917,1.66893e-06
23592,Introvert,0.0,0.0
23593,Introvert,0.0,0.0
23594,Introvert,0.006666667,0.013333321
23595,Introvert,0.0,0.0
23596,Extrovert,0.9933325,0.01333499
23597,Introvert,0.02666667,0.053333342
23598,Introvert,0.023333335,0.04666668
23599,Introvert,0.0,0.0
23600,Introvert,0.0,0.0
23601,Introvert,0.0,0.0
23602,Introvert,0.04666667,0.09333336
23603,Introvert,0.0,0.0
23604,Introvert,0.0033333334,0.0066666603
23605,Extrovert,0.99999917,1.66893e-06
23606,Introvert,0.0,0.0
23607,Introvert,0.0,0.0
23608,Introvert,0.006666667,0.013333321
23609,Introvert,0.0,0.0
23610,Introvert,0.0033333334,0.0066666603
23611,Introvert,0.0,0.0
23612,Introvert,0.0033333334,0.0066666603
23613,Introvert,0.0,0.0
23614,Introvert,0.0,0.0
23615,Extrovert,0.99999917,1.66893e-06
23616,Introvert,0.0,0.0
23617,Introvert,0.0,0.0
23618,Extrovert,0.88666594,0.22666812
23619,Extrovert,0.9799992,0.04000163
23620,Introvert,0.0,0.0
23621,Extrovert,0.99999917,1.66893e-06
23622,Introvert,0.016666668,0.03333336
23623,Introvert,0.0,0.0
23624,Introvert,0.0,0.0
23625,Introvert,0.013333334,0.026666641
23626,Introvert,0.0,0.0
23627,Introvert,0.0,0.0
23628,Extrovert,0.97666585,0.04666829
23629,Introvert,0.0033333334,0.0066666603
23630,Introvert,0.0,0.0
23631,Extrovert,0.9599992,0.08000159
23632,Introvert,0.0,0.0
23633,Introvert,0.0,0.0
23634,Extrovert,0.99999917,1.66893e-06
23635,Introvert,0.0,0.0
23636,Extrovert,0.99666584,0.0066683292
23637,Extrovert,0.99666584,0.0066683292
23638,Introvert,0.0,0.0
23639,Introvert,0.0,0.0
23640,Introvert,0.0,0.0
23641,Introvert,0.0,0.0
23642,Introvert,0.0,0.0
23643,Extrovert,0.9899992,0.02000165
23644,Extrovert,0.9933325,0.01333499
23645,Introvert,0.023333335,0.04666668
23646,Introvert,0.01,0.01999998
23647,Introvert,0.006666667,0.013333321
23648,Introvert,0.0,0.0
23649,Introvert,0.0,0.0
23650,Introvert,0.0033333334,0.0066666603
23651,Introvert,0.0,0.0
23652,Introvert,0.0,0.0
23653,Introvert,0.0,0.0
23654,Extrovert,0.9933325,0.01333499
23655,Extrovert,0.99666584,0.0066683292
23656,Extrovert,0.99999917,1.66893e-06
23657,Introvert,0.0,0.0
23658,Introvert,0.0,0.0
23659,Introvert,0.0033333334,0.0066666603
23660,Extrovert,0.9733325,0.05333495
23661,Introvert,0.0,0.0
23662,Extrovert,0.9833325,0.03333497
23663,Introvert,0.0,0.0
23664,Introvert,0.0,0.0
23665,Introvert,0.01,0.01999998
23666,Extrovert,0.9899992,0.02000165
23667,Introvert,0.0,0.0
23668,Extrovert,0.99999917,1.66893e-06
23669,Introvert,0.0,0.0
23670,Introvert,0.0,0.0
23671,Extrovert,0.99666584,0.0066683292
23672,Extrovert,0.9566659,0.08666825
23673,Extrovert,0.99999917,1.66893e-06
23674,Introvert,0.0,0.0
23675,Introvert,0.0,0.0
23676,Introvert,0.0,0.0
23677,Extrovert,0.9933325,0.01333499
23678,Introvert,0.0033333334,0.0066666603
23679,Introvert,0.0,0.0
23680,Introvert,0.0,0.0
23681,Introvert,0.0,0.0
23682,Extrovert,0.99999917,1.66893e-06
23683,Introvert,0.0,0.0
23684,Introvert,0.0,0.0
23685,Introvert,0.01,0.01999998
23686,Introvert,0.0,0.0
23687,Introvert,0.0033333334,0.0066666603
23688,Extrovert,0.9899992,0.02000165
23689,Introvert,0.0,0.0
23690,Introvert,0.0,0.0
23691,Extrovert,0.99999917,1.66893e-06
23692,Introvert,0.0,0.0
23693,Extrovert,0.99999917,1.66893e-06
23694,Extrovert,0.99999917,1.66893e-06
23695,Introvert,0.0,0.0
23696,Extrovert,0.99666584,0.0066683292
23697,Extrovert,0.99999917,1.66893e-06
23698,Extrovert,0.98666584,0.02666831
23699,Introvert,0.0,0.0
23700,Introvert,0.023333335,0.04666668
23701,Extrovert,0.99666584,0.0066683292
23702,Introvert,0.013333334,0.026666641
23703,Extrovert,0.96666586,0.06666827
23704,Extrovert,0.9266659,0.1466682
23705,Introvert,0.006666667,0.013333321
23706,Introvert,0.0,0.0
23707,Introvert,0.0,0.0
23708,Extrovert,0.98666584,0.02666831
23709,Introvert,0.0,0.0
23710,Extrovert,0.9833325,0.03333497
23711,Introvert,0.3866664,0.7733328
23712,Extrovert,0.99666584,0.0066683292
23713,Introvert,0.0,0.0
23714,Extrovert,0.9933325,0.01333499
23715,Extrovert,0.99999917,1.66893e-06
23716,Introvert,0.0,0.0
23717,Introvert,0.0,0.0
23718,Extrovert,0.9566659,0.08666825
23719,Introvert,0.0,0.0
23720,Introvert,0.0033333334,0.0066666603
23721,Introvert,0.0033333334,0.0066666603
23722,Introvert,0.0,0.0
23723,Introvert,0.0,0.0
23724,Introvert,0.0,0.0
23725,Introvert,0.0,0.0
23726,Introvert,0.0033333334,0.0066666603
23727,Introvert,0.006666667,0.013333321
23728,Introvert,0.0,0.0
23729,Introvert,0.0,0.0
23730,Introvert,0.0,0.0
23731,Introvert,0.0,0.0
23732,Introvert,0.10666663,0.21333325
23733,Introvert,0.0,0.0
23734,Extrovert,0.97666585,0.04666829
23735,Introvert,0.0,0.0
23736,Introvert,0.0,0.0
23737,Introvert,0.0,0.0
23738,Extrovert,0.91999924,0.16000152
23739,Introvert,0.0,0.0
23740,Extrovert,0.9399992,0.120001554
23741,Extrovert,0.99999917,1.66893e-06
23742,Introvert,0.0033333334,0.0066666603
23743,Extrovert,0.99999917,1.66893e-06
23744,Introvert,0.0,0.0
23745,Introvert,0.0,0.0
23746,Introvert,0.0,0.0
23747,Introvert,0.0,0.0
23748,Introvert,0.0,0.0
23749,Introvert,0.0033333334,0.0066666603
23750,Introvert,0.0,0.0
23751,Introvert,0.0033333334,0.0066666603
23752,Introvert,0.0,0.0
23753,Introvert,0.0,0.0
23754,Introvert,0.0,0.0
23755,Introvert,0.0,0.0
23756,Introvert,0.0,0.0
23757,Introvert,0.0,0.0
23758,Introvert,0.0033333334,0.0066666603
23759,Introvert,0.0,0.0
23760,Extrovert,0.9833325,0.03333497
23761,Introvert,0.0,0.0
23762,Introvert,0.0,0.0
23763,Introvert,0.0,0.0
23764,Introvert,0.0,0.0
23765,Introvert,0.0,0.0
23766,Introvert,0.0,0.0
23767,Introvert,0.0,0.0
23768,Extrovert,0.99999917,1.66893e-06
23769,Introvert,0.006666667,0.013333321
23770,Extrovert,0.94333255,0.113334894
23771,Introvert,0.0033333334,0.0066666603
23772,Introvert,0.0,0.0
23773,Introvert,0.020000001,0.04000002
23774,Introvert,0.0,0.0
23775,Introvert,0.0033333334,0.0066666603
23776,Introvert,0.0,0.0
23777,Introvert,0.0,0.0
23778,Extrovert,0.99666584,0.0066683292
23779,Introvert,0.0,0.0
23780,Extrovert,0.9933325,0.01333499
23781,Extrovert,0.85666597,0.28666806
23782,Introvert,0.0033333334,0.0066666603
23783,Introvert,0.0,0.0
23784,Introvert,0.0,0.0
23785,Introvert,0.016666668,0.03333336
23786,Introvert,0.020000001,0.04000002
23787,Introvert,0.01,0.01999998
23788,Introvert,0.08666665,0.17333329
23789,Introvert,0.0,0.0
23790,Introvert,0.0,0.0
23791,Introvert,0.016666668,0.03333336
23792,Introvert,0.030000003,0.060000002
23793,Introvert,0.0,0.0
23794,Introvert,0.0033333334,0.0066666603
23795,Introvert,0.0,0.0
23796,Introvert,0.0,0.0
23797,Introvert,0.0,0.0
23798,Introvert,0.0,0.0
23799,Extrovert,0.9699992,0.06000161
23800,Introvert,0.0,0.0
23801,Extrovert,0.99999917,1.66893e-06
23802,Extrovert,0.99999917,1.66893e-06
23803,Introvert,0.0033333334,0.0066666603
23804,Introvert,0.0,0.0
23805,Introvert,0.0033333334,0.0066666603
23806,Introvert,0.0,0.0
23807,Extrovert,0.9833325,0.03333497
23808,Introvert,0.0,0.0
23809,Introvert,0.0,0.0
23810,Extrovert,0.99666584,0.0066683292
23811,Introvert,0.0033333334,0.0066666603
23812,Introvert,0.0,0.0
23813,Extrovert,0.9933325,0.01333499
23814,Introvert,0.030000003,0.060000002
23815,Introvert,0.0,0.0
23816,Introvert,0.013333334,0.026666641
23817,Introvert,0.0,0.0
23818,Extrovert,0.99999917,1.66893e-06
23819,Introvert,0.0033333334,0.0066666603
23820,Introvert,0.023333335,0.04666668
23821,Introvert,0.0033333334,0.0066666603
23822,Introvert,0.0033333334,0.0066666603
23823,Introvert,0.01,0.01999998
23824,Introvert,0.0,0.0
23825,Introvert,0.0,0.0
23826,Introvert,0.0033333334,0.0066666603
23827,Introvert,0.0,0.0
23828,Introvert,0.0,0.0
23829,Extrovert,0.9933325,0.01333499
23830,Introvert,0.02666667,0.053333342
23831,Extrovert,0.9933325,0.01333499
23832,Extrovert,0.9933325,0.01333499
23833,Introvert,0.0,0.0
23834,Introvert,0.0,0.0
23835,Introvert,0.0033333334,0.0066666603
23836,Introvert,0.0,0.0
23837,Extrovert,0.99999917,1.66893e-06
23838,Introvert,0.0033333334,0.0066666603
23839,Introvert,0.0,0.0
23840,Introvert,0.050000004,0.100000024
23841,Extrovert,0.99999917,1.66893e-06
23842,Extrovert,0.9933325,0.01333499
23843,Extrovert,0.99666584,0.0066683292
23844,Introvert,0.35999975,0.7199995
23845,Introvert,0.006666667,0.013333321
23846,Extrovert,0.9833325,0.03333497
23847,Introvert,0.0,0.0
23848,Introvert,0.0,0.0
23849,Introvert,0.0,0.0
23850,Introvert,0.0,0.0
23851,Introvert,0.0,0.0
23852,Introvert,0.0,0.0
23853,Introvert,0.0,0.0
23854,Extrovert,0.99666584,0.0066683292
23855,Introvert,0.006666667,0.013333321
23856,Extrovert,0.99666584,0.0066683292
23857,Extrovert,0.99999917,1.66893e-06
23858,Extrovert,0.9799992,0.04000163
23859,Extrovert,0.99666584,0.0066683292
23860,Introvert,0.0,0.0
23861,Introvert,0.0033333334,0.0066666603
23862,Extrovert,0.9133326,0.17333484
23863,Introvert,0.0,0.0
23864,Introvert,0.006666667,0.013333321
23865,Introvert,0.033333335,0.06666666
23866,Introvert,0.0033333334,0.0066666603
23867,Extrovert,0.99999917,1.66893e-06
23868,Introvert,0.0,0.0
23869,Introvert,0.0033333334,0.0066666603
23870,Extrovert,0.99999917,1.66893e-06
23871,Extrovert,0.9599992,0.08000159
23872,Introvert,0.20666654,0.41333306
23873,Introvert,0.006666667,0.013333321
23874,Extrovert,0.9599992,0.08000159
23875,Introvert,0.020000001,0.04000002
23876,Introvert,0.016666668,0.03333336
23877,Extrovert,0.99999917,1.66893e-06
23878,Introvert,0.016666668,0.03333336
23879,Introvert,0.0,0.0
23880,Introvert,0.013333334,0.026666641
23881,Introvert,0.0,0.0
23882,Introvert,0.0,0.0
23883,Introvert,0.0,0.0
23884,Extrovert,0.99999917,1.66893e-06
23885,Introvert,0.0,0.0
23886,Introvert,0.0,0.0
23887,Introvert,0.0,0.0
23888,Introvert,0.0,0.0
23889,Extrovert,0.9933325,0.01333499
23890,Introvert,0.020000001,0.04000002
23891,Introvert,0.02666667,0.053333342
23892,Extrovert,0.9599992,0.08000159
23893,Introvert,0.016666668,0.03333336
23894,Introvert,0.006666667,0.013333321
23895,Introvert,0.0,0.0
23896,Introvert,0.02666667,0.053333342
23897,Introvert,0.0,0.0
23898,Extrovert,0.99999917,1.66893e-06
23899,Extrovert,0.9933325,0.01333499
23900,Introvert,0.0033333334,0.0066666603
23901,Introvert,0.0,0.0
23902,Introvert,0.0,0.0
23903,Introvert,0.006666667,0.013333321
23904,Introvert,0.033333335,0.06666666
23905,Introvert,0.02666667,0.053333342
23906,Introvert,0.0,0.0
23907,Introvert,0.0,0.0
23908,Introvert,0.0,0.0
23909,Introvert,0.0,0.0
23910,Introvert,0.0033333334,0.0066666603
23911,Extrovert,0.99999917,1.66893e-06
23912,Extrovert,0.9599992,0.08000159
23913,Introvert,0.0,0.0
23914,Introvert,0.0,0.0
23915,Introvert,0.0,0.0
23916,Introvert,0.0,0.0
23917,Extrovert,0.97666585,0.04666829
23918,Extrovert,0.99999917,1.66893e-06
23919,Introvert,0.0,0.0
23920,Extrovert,0.9933325,0.01333499
23921,Introvert,0.0,0.0
23922,Introvert,0.0,0.0
23923,Introvert,0.033333335,0.06666666
23924,Introvert,0.060000006,0.120000005
23925,Introvert,0.01,0.01999998
23926,Introvert,0.0,0.0
23927,Introvert,0.0,0.0
23928,Introvert,0.0,0.0
23929,Introvert,0.0,0.0
23930,Introvert,0.0,0.0
23931,Introvert,0.0,0.0
23932,Introvert,0.0,0.0
23933,Introvert,0.0,0.0
23934,Extrovert,0.97666585,0.04666829
23935,Introvert,0.0,0.0
23936,Introvert,0.006666667,0.013333321
23937,Extrovert,0.9833325,0.03333497
23938,Introvert,0.0033333334,0.0066666603
23939,Introvert,0.006666667,0.013333321
23940,Extrovert,0.9899992,0.02000165
23941,Extrovert,0.99999917,1.66893e-06
23942,Introvert,0.0,0.0
23943,Introvert,0.0033333334,0.0066666603
23944,Introvert,0.0,0.0
23945,Introvert,0.0,0.0
23946,Introvert,0.06666667,0.13333333
23947,Introvert,0.0,0.0
23948,Introvert,0.050000004,0.100000024
23949,Extrovert,0.9933325,0.01333499
