id,Time_spent_Alone,Stage_fear,Social_event_attendance,Going_outside,Drained_after_socializing,Friends_circle_size,Post_frequency,Personality,adv_prob
13697,3.0,No,7.0,4.0,No,11.0,6.0,Extrovert,0.2919166666666666
13698,7.0,,1.0,0.0,Yes,5.0,1.0,Introvert,0.2
13699,3.0,No,5.0,3.0,No,10.0,3.0,Extrovert,0.08416666666666668
13700,3.0,No,8.0,4.0,No,9.0,6.0,Extrovert,0.02
13701,2.0,No,7.0,4.0,No,4.0,4.0,Extrovert,0.08666666666666666
13702,2.0,No,4.0,6.0,No,12.0,9.0,Extrovert,0.035
13703,3.0,No,10.0,6.0,No,15.0,4.0,Extrovert,0.1
13704,1.0,No,3.0,6.0,No,3.0,6.0,Extrovert,0.0225
13705,1.0,No,4.0,3.0,No,5.0,3.0,Extrovert,0.10952380952380952
13706,3.0,No,10.0,5.0,,10.0,8.0,Extrovert,0.02
13707,2.0,No,8.0,,No,9.0,8.0,Extrovert,0.6074642857142855
13708,0.0,,9.0,6.0,No,9.0,6.0,Extrovert,0.08333333333333334
13709,1.0,No,8.0,7.0,No,11.0,9.0,Extrovert,0.0
13710,4.0,No,9.0,3.0,No,12.0,7.0,Extrovert,0.0
13711,1.0,No,5.0,4.0,No,12.0,,Extrovert,0.5435357142857141
13712,9.0,Yes,3.0,,Yes,4.0,0.0,Introvert,0.06
13713,5.0,Yes,2.0,1.0,Yes,10.0,1.0,Introvert,0.04
13714,,No,4.0,,No,14.0,8.0,Extrovert,0.06283333333333334
13715,2.0,,8.0,5.0,No,,9.0,Extrovert,0.024333333333333335
13716,0.0,No,4.0,,No,14.0,8.0,Extrovert,0.05833333333333333
13717,3.0,No,7.0,3.0,No,8.0,9.0,Extrovert,0.2326875901875901
13718,10.0,,3.0,3.0,Yes,1.0,0.0,Introvert,0.01
13719,1.0,No,6.0,,No,7.0,3.0,Extrovert,0.552452380952381
13720,0.0,No,7.0,3.0,No,11.0,4.0,Extrovert,0.4281190476190475
13721,2.0,No,10.0,4.0,No,10.0,7.0,Extrovert,0.08830952380952381
13722,0.0,No,4.0,5.0,No,12.0,10.0,Extrovert,0.01
13723,10.0,Yes,3.0,1.0,Yes,,0.0,Introvert,0.0
13724,,No,,4.0,No,14.0,6.0,Extrovert,0.0
13725,4.0,Yes,0.0,2.0,Yes,7.0,0.0,Introvert,0.23
13726,1.0,No,8.0,7.0,No,15.0,4.0,Extrovert,0.14
13727,6.0,Yes,2.0,2.0,Yes,1.0,2.0,Introvert,0.04
13728,10.0,Yes,1.0,1.0,Yes,2.0,1.0,Introvert,0.05
13729,1.0,No,8.0,3.0,No,8.0,3.0,Extrovert,0.3479285714285713
13730,0.0,No,,7.0,No,12.0,4.0,Extrovert,0.0
13731,0.0,No,4.0,6.0,No,4.0,3.0,Extrovert,0.14
13732,1.0,No,5.0,,No,10.0,4.0,Extrovert,0.0
13733,3.0,No,4.0,6.0,No,10.0,8.0,Extrovert,0.195
13734,2.0,No,9.0,5.0,No,11.0,7.0,Extrovert,0.115
13735,1.0,No,8.0,5.0,No,14.0,5.0,Extrovert,0.01
13736,0.0,,8.0,7.0,No,7.0,3.0,Extrovert,0.035
13737,2.0,No,5.0,,No,10.0,6.0,Extrovert,0.3204603174603174
13738,2.0,No,9.0,4.0,No,15.0,6.0,Extrovert,0.03
13739,1.0,No,8.0,6.0,No,4.0,5.0,Extrovert,0.11
13740,0.0,No,9.0,5.0,No,13.0,8.0,Extrovert,0.04
13741,8.0,Yes,2.0,0.0,,3.0,1.0,Introvert,0.08
13742,5.0,,1.0,0.0,Yes,4.0,0.0,Introvert,0.15
13743,0.0,No,5.0,4.0,No,9.0,5.0,Extrovert,0.0
13744,11.0,Yes,2.0,1.0,Yes,2.0,3.0,Introvert,0.06
13745,4.0,Yes,2.0,,Yes,4.0,2.0,Introvert,0.10733333333333332
13746,1.0,No,8.0,5.0,No,6.0,4.0,Extrovert,0.07
13747,2.0,,4.0,5.0,No,5.0,5.0,Extrovert,0.03233333333333333
13748,2.0,No,10.0,4.0,No,10.0,4.0,Extrovert,0.06
13749,1.0,No,5.0,6.0,No,14.0,8.0,Extrovert,0.06083333333333333
13750,9.0,Yes,3.0,1.0,Yes,5.0,3.0,Introvert,0.06
13751,0.0,No,9.0,,No,15.0,7.0,Extrovert,0.5596666666666666
13752,0.0,No,8.0,5.0,No,12.0,6.0,Extrovert,0.0085
13753,2.0,No,6.0,3.0,No,5.0,9.0,Extrovert,0.3245833333333332
13754,2.0,No,9.0,5.0,No,13.0,,Extrovert,0.03083333333333333
13755,10.0,Yes,1.0,2.0,Yes,1.0,,Introvert,0.04
13756,1.0,No,8.0,6.0,No,12.0,4.0,Extrovert,0.49366666666666675
13757,3.0,No,5.0,,No,7.0,5.0,Extrovert,0.2650674603174602
13758,2.0,No,5.0,7.0,No,,9.0,Extrovert,0.2517380952380951
13759,10.0,,0.0,1.0,Yes,4.0,0.0,Introvert,0.01
13760,1.0,No,4.0,7.0,No,10.0,4.0,Extrovert,0.030833333333333334
13761,10.0,Yes,0.0,2.0,Yes,5.0,1.0,Introvert,0.06
13762,2.0,No,,6.0,No,,4.0,Extrovert,0.22332756132756118
13763,0.0,No,10.0,3.0,No,10.0,5.0,Extrovert,0.17
13764,2.0,No,5.0,5.0,No,4.0,5.0,Extrovert,0.06
13765,0.0,No,8.0,,No,10.0,4.0,Extrovert,0.03666666666666667
13766,,No,9.0,3.0,No,12.0,,Extrovert,0.02
13767,0.0,No,6.0,,,11.0,5.0,Extrovert,0.34707142857142853
13768,,No,6.0,7.0,No,7.0,9.0,Extrovert,0.04
13769,9.0,Yes,1.0,2.0,Yes,4.0,0.0,Introvert,0.02
13770,3.0,No,7.0,7.0,No,10.0,9.0,Extrovert,0.005
13771,10.0,Yes,1.0,1.0,Yes,3.0,3.0,Introvert,0.05
13772,3.0,No,7.0,6.0,No,7.0,8.0,Extrovert,0.125
13773,8.0,,0.0,2.0,Yes,4.0,2.0,Introvert,0.01
13774,8.0,Yes,1.0,0.0,Yes,4.0,1.0,Introvert,0.16
13775,0.0,No,9.0,7.0,,8.0,8.0,Extrovert,0.03
13776,9.0,Yes,,,Yes,1.0,0.0,Introvert,0.05
13777,0.0,No,7.0,4.0,No,8.0,9.0,Extrovert,0.2197738095238095
13778,0.0,No,4.0,5.0,No,10.0,9.0,Extrovert,0.04666666666666666
13779,0.0,No,6.0,4.0,No,10.0,4.0,Extrovert,0.07333333333333333
13780,3.0,No,,7.0,No,8.0,8.0,Extrovert,0.01
13781,2.0,No,10.0,4.0,No,14.0,8.0,Extrovert,0.46261904761904743
13782,4.0,Yes,2.0,0.0,,3.0,0.0,Introvert,0.1
13783,3.0,No,9.0,7.0,No,13.0,7.0,Extrovert,0.06
13784,2.0,No,8.0,6.0,No,10.0,5.0,Extrovert,0.03
13785,0.0,No,9.0,4.0,No,11.0,4.0,Extrovert,0.02
13786,2.0,No,9.0,4.0,No,13.0,7.0,Extrovert,0.03833333333333333
13787,5.0,No,6.0,4.0,No,15.0,3.0,Extrovert,0.09666666666666668
13788,0.0,No,6.0,3.0,No,12.0,7.0,Extrovert,0.03666666666666667
13789,,No,5.0,6.0,No,8.0,9.0,Extrovert,0.0
13790,6.0,Yes,1.0,0.0,Yes,,2.0,Introvert,0.03
13791,3.0,No,5.0,6.0,No,14.0,4.0,Extrovert,0.05
13792,0.0,No,6.0,4.0,No,10.0,3.0,Extrovert,0.057666666666666665
13793,0.0,,6.0,3.0,No,15.0,3.0,Extrovert,0.03833333333333333
13794,7.0,Yes,2.0,3.0,Yes,1.0,3.0,Introvert,0.03
13795,4.0,Yes,3.0,0.0,Yes,3.0,2.0,Introvert,0.27
13796,1.0,No,6.0,6.0,No,14.0,4.0,Extrovert,0.05166666666666666
13797,2.0,No,5.0,7.0,No,13.0,,Extrovert,0.0
13798,0.0,No,7.0,4.0,No,,6.0,Extrovert,0.0
13799,5.0,Yes,2.0,2.0,Yes,5.0,0.0,Introvert,0.17
13800,1.0,No,7.0,7.0,No,10.0,8.0,Extrovert,0.11
13801,7.0,Yes,3.0,3.0,Yes,4.0,2.0,Introvert,0.04
13802,0.0,No,6.0,4.0,No,14.0,10.0,Extrovert,0.14
13803,3.0,No,8.0,4.0,No,11.0,3.0,Extrovert,0.030595238095238092
13804,0.0,No,6.0,3.0,,8.0,7.0,Extrovert,0.025388888888888888
13805,3.0,,4.0,3.0,No,7.0,6.0,Extrovert,0.05
13806,3.0,No,7.0,7.0,No,10.0,4.0,Extrovert,0.009166666666666667
13807,0.0,No,8.0,7.0,No,,4.0,Extrovert,0.035
13808,0.0,No,9.0,6.0,No,15.0,9.0,Extrovert,0.16399999999999998
13809,1.0,No,5.0,6.0,No,13.0,8.0,Extrovert,0.46247619047619054
13810,0.0,No,9.0,3.0,No,12.0,5.0,Extrovert,0.1718333333333333
13811,4.0,,3.0,1.0,Yes,2.0,1.0,Introvert,0.1
13812,,No,8.0,3.0,No,14.0,8.0,Extrovert,0.07666666666666666
13813,3.0,No,5.0,6.0,No,15.0,6.0,Extrovert,0.4303333333333333
13814,2.0,No,4.0,,No,6.0,9.0,Extrovert,0.04833333333333333
13815,3.0,No,6.0,6.0,No,,4.0,Extrovert,0.003333333333333333
13816,,No,5.0,6.0,No,8.0,7.0,Extrovert,0.0025
13817,0.0,No,5.0,5.0,No,14.0,8.0,Extrovert,0.007857142857142858
13818,,Yes,2.0,0.0,Yes,1.0,0.0,Introvert,0.13
13819,1.0,No,5.0,,No,12.0,6.0,Extrovert,0.6658888888888889
13820,3.0,No,4.0,4.0,No,14.0,10.0,Extrovert,0.18
13821,8.0,Yes,1.0,1.0,Yes,5.0,,Introvert,0.0
13822,2.0,No,9.0,5.0,No,14.0,8.0,Extrovert,0.0925
13823,1.0,No,9.0,4.0,No,14.0,5.0,Extrovert,0.03
13824,3.0,No,6.0,4.0,No,14.0,5.0,Extrovert,0.005
13825,2.0,No,4.0,7.0,No,8.0,6.0,Extrovert,0.0225
13826,11.0,Yes,3.0,2.0,,4.0,1.0,Introvert,0.08
13827,8.0,,2.0,1.0,Yes,2.0,0.0,Introvert,0.14
13828,0.0,No,,7.0,No,8.0,9.0,Extrovert,0.025
13829,3.0,No,9.0,6.0,No,15.0,7.0,Extrovert,0.16
13830,0.0,No,9.0,3.0,No,14.0,5.0,Extrovert,0.05
13831,3.0,No,4.0,5.0,No,14.0,8.0,Extrovert,0.1741666666666667
13832,1.0,No,5.0,4.0,No,4.0,4.0,Extrovert,0.025
13833,1.0,No,5.0,4.0,No,9.0,8.0,Extrovert,0.0
13834,,No,6.0,6.0,No,7.0,7.0,Extrovert,0.0425
13835,0.0,,4.0,4.0,No,14.0,6.0,Extrovert,0.40198809523809514
13836,4.0,No,7.0,6.0,No,12.0,9.0,Extrovert,0.01
13837,2.0,No,5.0,6.0,No,11.0,6.0,Extrovert,0.0
13838,8.0,,0.0,2.0,Yes,2.0,2.0,Introvert,0.06
13839,1.0,No,7.0,7.0,No,11.0,8.0,Extrovert,0.15
13840,3.0,No,9.0,4.0,No,13.0,4.0,Extrovert,0.0125
13841,0.0,No,6.0,5.0,No,10.0,7.0,Extrovert,0.02
13842,3.0,No,4.0,4.0,No,15.0,,Extrovert,0.3277619047619047
13843,2.0,No,7.0,3.0,No,6.0,6.0,Extrovert,0.05
13844,1.0,No,6.0,5.0,No,,7.0,Extrovert,0.3370158730158729
13845,11.0,,3.0,1.0,Yes,2.0,0.0,Introvert,0.08
13846,2.0,No,6.0,5.0,No,5.0,10.0,Extrovert,0.11
13847,,No,9.0,5.0,No,14.0,6.0,Extrovert,0.11096428571428571
13848,1.0,No,9.0,6.0,No,5.0,4.0,Extrovert,0.1075
13849,,Yes,0.0,0.0,,5.0,0.0,Introvert,0.08
13850,2.0,No,8.0,4.0,No,10.0,9.0,Extrovert,0.4024999999999999
13851,4.0,No,8.0,3.0,No,15.0,4.0,Extrovert,0.1025
13852,10.0,,0.0,2.0,Yes,4.0,2.0,Introvert,0.04
13853,4.0,Yes,0.0,3.0,Yes,5.0,2.0,Introvert,0.2
13854,0.0,No,4.0,3.0,No,6.0,8.0,Extrovert,0.050166666666666665
13855,4.0,No,5.0,7.0,No,8.0,6.0,Extrovert,0.03
13856,2.0,No,3.0,4.0,No,14.0,7.0,Extrovert,0.05533333333333334
13857,0.0,No,8.0,6.0,No,11.0,5.0,Extrovert,0.42
13858,0.0,No,4.0,6.0,,14.0,3.0,Extrovert,0.312
13859,7.0,No,1.0,2.0,Yes,5.0,3.0,Introvert,0.1
13860,1.0,No,4.0,4.0,No,11.0,4.0,Extrovert,0.021
13861,1.0,No,6.0,6.0,No,6.0,5.0,Extrovert,0.06
13862,0.0,No,4.0,4.0,No,10.0,5.0,Extrovert,0.0
13863,0.0,No,5.0,7.0,No,13.0,4.0,Extrovert,0.028999999999999998
13864,2.0,No,6.0,5.0,No,14.0,7.0,Extrovert,0.02
13865,7.0,Yes,0.0,,Yes,2.0,0.0,Introvert,0.08
13866,9.0,Yes,,3.0,Yes,3.0,1.0,Introvert,0.07
13867,10.0,Yes,0.0,0.0,Yes,3.0,2.0,Introvert,0.21
13868,0.0,No,,5.0,No,14.0,4.0,Extrovert,0.005
13869,6.0,Yes,1.0,2.0,,2.0,2.0,Introvert,0.06
13870,3.0,No,4.0,3.0,,13.0,9.0,Extrovert,0.025
13871,2.0,No,7.0,3.0,No,10.0,9.0,Extrovert,0.03
13872,,No,10.0,4.0,No,12.0,3.0,Extrovert,0.022
13873,0.0,No,8.0,4.0,No,7.0,8.0,Extrovert,0.04166666666666666
13874,10.0,,0.0,0.0,Yes,5.0,2.0,Introvert,0.04
13875,3.0,Yes,0.0,,Yes,0.0,1.0,Introvert,0.02
13876,4.0,Yes,1.0,0.0,Yes,,,Introvert,0.03
13877,0.0,No,9.0,3.0,No,15.0,6.0,Extrovert,0.19
13878,1.0,No,10.0,5.0,No,12.0,4.0,Extrovert,0.01
13879,1.0,Yes,2.0,1.0,Yes,2.0,2.0,Introvert,0.06
13880,2.0,No,,6.0,No,,6.0,Extrovert,0.2152301587301586
13881,1.0,No,4.0,5.0,No,,7.0,Extrovert,0.4253333333333334
13882,8.0,Yes,2.0,1.0,Yes,1.0,,Introvert,0.05
13883,4.0,No,5.0,4.0,No,7.0,7.0,Extrovert,0.19
13884,2.0,No,7.0,6.0,No,8.0,3.0,Extrovert,0.016666666666666666
13885,4.0,Yes,1.0,2.0,Yes,,1.0,Introvert,0.12
13886,5.0,No,2.0,1.0,No,5.0,0.0,Introvert,0.2
13887,2.0,No,9.0,7.0,No,12.0,7.0,Extrovert,0.02
13888,1.0,No,5.0,6.0,No,4.0,3.0,Extrovert,0.06
13889,3.0,No,9.0,5.0,No,11.0,9.0,Extrovert,0.0636904761904762
13890,3.0,No,10.0,4.0,No,13.0,4.0,Extrovert,0.08
13891,1.0,No,6.0,7.0,No,8.0,7.0,Extrovert,0.02
13892,3.0,No,8.0,,No,12.0,,Extrovert,0.003333333333333333
13893,,No,6.0,6.0,No,5.0,7.0,Extrovert,0.03333333333333333
13894,11.0,Yes,3.0,,Yes,5.0,0.0,Introvert,0.16
13895,1.0,,8.0,6.0,No,14.0,8.0,Extrovert,0.01
13896,4.0,No,6.0,6.0,No,8.0,7.0,Extrovert,0.15428571428571428
13897,6.0,Yes,3.0,1.0,Yes,2.0,0.0,Introvert,0.1
13898,6.0,,2.0,2.0,Yes,2.0,0.0,Introvert,0.06
13899,0.0,No,9.0,6.0,No,10.0,3.0,Extrovert,0.10999999999999999
13900,1.0,No,7.0,7.0,No,15.0,4.0,Extrovert,0.15
13901,1.0,No,,7.0,No,9.0,8.0,Extrovert,0.02
13902,0.0,No,6.0,3.0,No,9.0,3.0,Extrovert,0.06933333333333333
13903,3.0,No,7.0,3.0,No,9.0,9.0,Extrovert,0.18689393939393942
13904,10.0,Yes,2.0,2.0,Yes,2.0,2.0,Introvert,0.02
13905,2.0,,6.0,4.0,No,13.0,3.0,Extrovert,0.015
13906,0.0,No,7.0,3.0,No,6.0,7.0,Extrovert,0.02
13907,1.0,No,5.0,3.0,No,7.0,8.0,Extrovert,0.10149999999999998
13908,3.0,No,8.0,7.0,,14.0,8.0,Extrovert,0.085
13909,3.0,No,9.0,5.0,No,13.0,,Extrovert,0.01
13910,10.0,,3.0,2.0,Yes,3.0,1.0,Introvert,0.08
13911,5.0,Yes,,2.0,Yes,0.0,0.0,Introvert,0.044
13912,,No,5.0,3.0,No,3.0,3.0,Extrovert,0.11
13913,3.0,No,3.0,3.0,No,11.0,4.0,Extrovert,0.1
13914,2.0,No,6.0,4.0,No,6.0,,Extrovert,0.005
13915,9.0,Yes,3.0,,Yes,5.0,1.0,Introvert,0.0
13916,2.0,No,4.0,4.0,No,15.0,7.0,Extrovert,0.01
13917,3.0,No,9.0,7.0,No,7.0,3.0,Extrovert,0.08
13918,11.0,Yes,1.0,0.0,,1.0,3.0,Introvert,0.06
13919,3.0,No,4.0,6.0,No,8.0,8.0,Extrovert,0.48970238095238094
13920,1.0,No,6.0,6.0,No,15.0,3.0,Extrovert,0.018333333333333333
13921,1.0,No,4.0,3.0,No,6.0,8.0,Extrovert,0.05
13922,5.0,Yes,0.0,,Yes,3.0,0.0,Introvert,0.08
13923,2.0,No,6.0,5.0,No,7.0,5.0,Extrovert,0.021805555555555557
13924,,No,8.0,4.0,No,7.0,4.0,Extrovert,0.018916666666666665
13925,3.0,No,6.0,3.0,No,6.0,4.0,Extrovert,0.16783333333333336
13926,1.0,No,7.0,3.0,No,6.0,7.0,Extrovert,0.08
13927,,No,5.0,6.0,No,4.0,6.0,Extrovert,0.5005000000000002
13928,3.0,No,10.0,5.0,No,8.0,3.0,Extrovert,0.16
13929,0.0,No,6.0,5.0,No,13.0,7.0,Extrovert,0.09833333333333333
13930,,No,4.0,6.0,,11.0,3.0,Extrovert,0.0
13931,,No,6.0,4.0,No,12.0,3.0,Extrovert,0.0
13932,2.0,No,4.0,3.0,No,9.0,9.0,Extrovert,0.5128333333333334
13933,,No,7.0,3.0,No,7.0,6.0,Extrovert,0.0
13934,3.0,No,4.0,4.0,No,7.0,8.0,Extrovert,0.04166666666666666
13935,,No,5.0,7.0,No,14.0,8.0,Extrovert,0.06000000000000001
13936,0.0,,4.0,4.0,No,10.0,6.0,Extrovert,0.33059523809523794
13937,1.0,No,9.0,3.0,No,6.0,9.0,Extrovert,0.16899999999999998
13938,4.0,No,8.0,3.0,No,9.0,6.0,Extrovert,0.04
13939,7.0,Yes,2.0,2.0,,1.0,2.0,Introvert,0.03
13940,1.0,No,4.0,4.0,No,12.0,3.0,Extrovert,0.01933333333333333
13941,4.0,Yes,3.0,3.0,Yes,1.0,2.0,Introvert,0.19
13942,5.0,Yes,2.0,0.0,Yes,0.0,3.0,Introvert,0.02
13943,2.0,No,5.0,6.0,No,5.0,3.0,Extrovert,0.024666666666666667
13944,0.0,No,8.0,6.0,No,4.0,6.0,Extrovert,0.06
13945,2.0,No,9.0,7.0,No,14.0,9.0,Extrovert,0.145
13946,2.0,,7.0,7.0,No,14.0,5.0,Extrovert,0.04333333333333333
13947,4.0,Yes,2.0,,Yes,2.0,1.0,Introvert,0.02
13948,2.0,No,3.0,4.0,No,10.0,7.0,Extrovert,0.0475
13949,3.0,No,7.0,4.0,No,15.0,8.0,Extrovert,0.0675
13950,3.0,Yes,1.0,2.0,Yes,4.0,1.0,Introvert,0.08
13951,3.0,No,5.0,7.0,No,14.0,4.0,Extrovert,0.13833333333333334
13952,9.0,Yes,1.0,2.0,Yes,2.0,3.0,Introvert,0.09
13953,10.0,Yes,0.0,0.0,Yes,5.0,1.0,Introvert,0.08
13954,0.0,No,5.0,7.0,No,10.0,8.0,Extrovert,0.0625
13955,0.0,No,8.0,3.0,No,14.0,8.0,Extrovert,0.09
13956,0.0,,7.0,5.0,No,7.0,8.0,Extrovert,0.461
13957,2.0,No,8.0,3.0,No,7.0,6.0,Extrovert,0.01
13958,9.0,Yes,3.0,1.0,,5.0,1.0,Introvert,0.05
13959,4.0,No,4.0,6.0,No,14.0,3.0,Extrovert,0.25
13960,3.0,Yes,1.0,0.0,Yes,4.0,2.0,Introvert,0.01
13961,3.0,No,8.0,3.0,No,15.0,7.0,Extrovert,0.09166666666666667
13962,1.0,No,9.0,4.0,No,,5.0,Extrovert,0.0
13963,4.0,No,10.0,7.0,No,11.0,10.0,Extrovert,0.2
13964,1.0,No,8.0,6.0,No,14.0,6.0,Extrovert,0.08333333333333334
13965,,No,9.0,4.0,No,11.0,6.0,Extrovert,0.0
13966,2.0,No,6.0,3.0,No,6.0,10.0,Extrovert,0.08
13967,1.0,No,4.0,4.0,No,11.0,10.0,Extrovert,0.08
13968,1.0,No,8.0,4.0,No,8.0,9.0,Extrovert,0.02
13969,10.0,Yes,2.0,3.0,Yes,2.0,0.0,Introvert,0.17
13970,2.0,No,5.0,6.0,,6.0,7.0,Extrovert,0.2590198412698411
13971,2.0,,8.0,4.0,No,10.0,6.0,Extrovert,0.34184523809523804
13972,0.0,No,4.0,6.0,No,14.0,8.0,Extrovert,0.04533333333333333
13973,1.0,No,4.0,4.0,No,11.0,7.0,Extrovert,0.4663095238095238
13974,1.0,No,5.0,7.0,No,12.0,6.0,Extrovert,0.015333333333333332
13975,1.0,No,8.0,6.0,No,15.0,4.0,Extrovert,0.11816666666666667
13976,0.0,No,8.0,,No,9.0,3.0,Extrovert,0.07333333333333333
13977,10.0,,2.0,0.0,Yes,2.0,0.0,Introvert,0.0
13978,3.0,No,7.0,4.0,No,14.0,8.0,Extrovert,0.006666666666666666
13979,0.0,,4.0,3.0,No,5.0,1.0,Extrovert,0.13333333333333333
13980,,Yes,,0.0,Yes,2.0,2.0,Introvert,0.05
13981,4.0,Yes,3.0,0.0,Yes,2.0,1.0,Introvert,0.15
13982,,No,7.0,4.0,No,8.0,9.0,Extrovert,0.0
13983,9.0,Yes,3.0,2.0,Yes,3.0,1.0,Introvert,0.13
13984,0.0,No,7.0,7.0,No,14.0,9.0,Extrovert,0.10583333333333333
13985,4.0,No,9.0,6.0,No,13.0,8.0,Extrovert,0.17
13986,4.0,Yes,1.0,0.0,Yes,3.0,3.0,Introvert,0.14
13987,1.0,No,3.0,7.0,No,4.0,7.0,Extrovert,0.03
13988,0.0,No,9.0,3.0,,12.0,9.0,Extrovert,0.01
13989,9.0,Yes,2.0,2.0,Yes,0.0,0.0,Introvert,0.12
13990,2.0,No,5.0,5.0,No,11.0,9.0,Extrovert,0.491813492063492
13991,,No,8.0,5.0,No,15.0,8.0,Extrovert,0.34374999999999994
13992,1.0,No,8.0,7.0,No,11.0,5.0,Extrovert,0.059000000000000004
13993,5.0,Yes,2.0,2.0,Yes,0.0,1.0,Introvert,0.06
13994,,No,0.0,2.0,No,1.0,2.0,Introvert,0.08
13995,2.0,,5.0,4.0,No,13.0,7.0,Extrovert,0.003333333333333333
13996,0.0,No,10.0,7.0,No,6.0,4.0,Extrovert,0.1775
13997,0.0,No,5.0,6.0,,11.0,5.0,Extrovert,0.013999999999999999
13998,8.0,Yes,0.0,0.0,Yes,1.0,3.0,Introvert,0.1
13999,3.0,No,9.0,6.0,No,10.0,9.0,Extrovert,0.058499999999999996
14000,2.0,No,,6.0,No,8.0,7.0,Extrovert,0.0025
14001,1.0,No,4.0,6.0,No,8.0,4.0,Extrovert,0.011666666666666667
14002,1.0,No,9.0,4.0,No,15.0,8.0,Extrovert,0.21166666666666664
14003,1.0,No,3.0,5.0,No,4.0,4.0,Extrovert,0.16
14004,0.0,No,8.0,3.0,No,8.0,6.0,Extrovert,0.01
14005,2.0,,8.0,4.0,No,11.0,8.0,Extrovert,0.3682341269841269
14006,2.0,No,8.0,4.0,No,9.0,9.0,Extrovert,0.4291666666666666
14007,2.0,No,8.0,7.0,No,13.0,3.0,Extrovert,0.07
14008,2.0,No,9.0,7.0,No,5.0,6.0,Extrovert,0.14
14009,1.0,No,5.0,4.0,No,10.0,7.0,Extrovert,0.0
14010,11.0,Yes,0.0,2.0,,2.0,1.0,Introvert,0.15
14011,1.0,No,8.0,7.0,No,9.0,7.0,Extrovert,0.09366666666666668
14012,3.0,No,5.0,7.0,No,15.0,7.0,Extrovert,0.04
14013,1.0,No,4.0,5.0,No,11.0,,Extrovert,0.3480079365079365
14014,4.0,No,5.0,4.0,No,,3.0,Extrovert,0.11983333333333332
14015,,No,7.0,5.0,No,7.0,4.0,Extrovert,0.019714285714285712
14016,0.0,No,4.0,4.0,No,8.0,5.0,Extrovert,0.5754206349206351
14017,9.0,Yes,2.0,0.0,,,1.0,Introvert,0.08
14018,4.0,No,7.0,4.0,No,14.0,3.0,Extrovert,0.07
14019,7.0,Yes,2.0,1.0,Yes,2.0,1.0,Introvert,0.15
14020,8.0,Yes,3.0,1.0,Yes,4.0,5.0,Introvert,0.0
14021,1.0,No,8.0,6.0,No,8.0,7.0,Extrovert,0.29857936507936506
14022,2.0,No,5.0,5.0,No,,8.0,Extrovert,0.005
14023,1.0,No,8.0,4.0,No,9.0,4.0,Extrovert,0.06000000000000001
14024,6.0,Yes,,0.0,Yes,3.0,1.0,Introvert,0.07
14025,6.0,Yes,3.0,1.0,Yes,1.0,0.0,Introvert,0.01
14026,7.0,Yes,1.0,2.0,Yes,3.0,,Introvert,0.1
14027,4.0,Yes,3.0,3.0,Yes,5.0,0.0,Introvert,0.08
14028,0.0,No,4.0,4.0,No,13.0,5.0,Extrovert,0.43183333333333335
14029,2.0,No,4.0,3.0,No,11.0,8.0,Extrovert,0.06
14030,2.0,No,10.0,3.0,No,6.0,9.0,Extrovert,0.165
14031,2.0,No,9.0,7.0,No,5.0,4.0,Extrovert,0.09666666666666666
14032,0.0,No,6.0,7.0,,12.0,6.0,Extrovert,0.06
14033,1.0,No,5.0,7.0,No,5.0,7.0,Extrovert,0.01
14034,7.0,Yes,3.0,1.0,Yes,6.0,2.0,Introvert,0.09
14035,4.0,No,6.0,7.0,No,5.0,10.0,Extrovert,0.2
14036,1.0,No,8.0,4.0,No,7.0,,Extrovert,0.03333333333333333
14037,8.0,Yes,2.0,3.0,Yes,1.0,1.0,Introvert,0.15
14038,5.0,Yes,1.0,3.0,Yes,1.0,2.0,Introvert,0.0
14039,2.0,No,9.0,4.0,No,11.0,5.0,Extrovert,0.0075
14040,0.0,No,5.0,5.0,,8.0,8.0,Extrovert,0.34964285714285714
14041,3.0,No,9.0,3.0,No,14.0,10.0,Extrovert,0.12
14042,5.0,Yes,0.0,1.0,,5.0,1.0,Introvert,0.04
14043,10.0,Yes,3.0,1.0,,2.0,0.0,Introvert,0.21
14044,0.0,No,6.0,5.0,No,,6.0,Extrovert,0.003333333333333333
14045,1.0,No,9.0,7.0,No,9.0,9.0,Extrovert,0.05
14046,8.0,Yes,0.0,1.0,Yes,,0.0,Introvert,0.01
14047,10.0,Yes,0.0,1.0,,2.0,0.0,Introvert,0.09
14048,2.0,No,,4.0,No,14.0,6.0,Extrovert,0.0
14049,7.0,Yes,0.0,0.0,Yes,3.0,,Introvert,0.23
14050,9.0,Yes,3.0,0.0,Yes,8.0,0.0,Introvert,0.42966666666666675
14051,6.0,Yes,2.0,1.0,Yes,2.0,,Introvert,0.11
14052,,No,5.0,6.0,No,14.0,9.0,Extrovert,0.01
14053,0.0,No,6.0,5.0,No,8.0,3.0,Extrovert,0.018333333333333333
14054,,Yes,2.0,1.0,Yes,2.0,,Introvert,0.12
14055,10.0,Yes,2.0,2.0,Yes,3.0,3.0,Introvert,0.08
14056,0.0,,9.0,6.0,No,6.0,5.0,Extrovert,0.27054761904761904
14057,1.0,No,8.0,4.0,No,14.0,4.0,Extrovert,0.10666666666666667
14058,6.0,,0.0,0.0,Yes,5.0,0.0,Introvert,0.03
